Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,23,31,29,25,27,19,26,34
09:11,37,42,30,40,38,39,44,32
09:22,49,20,41,21,47,36,35,43
09:33,48,22,50,51,46,53,52,24
09:44,35,27,33,29,34,32,45,31
09:55,6,28,9,4,7,30,3,2
10:06,1,33,,,42,44,5,8
10:17,28,43,12,38,40,41,39,37
10:28,10,36,18,13,16,14,15,11
10:39,47,17,49,24,,,,
10:50,48,46,51,52,45,21,53,50
11:01,22,4,20,7,19,2,26,6
11:12,3,10,15,5,9,8,25,16
11:23,11,23,17,1,14,13,12,18

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,47,29,53,23,46,50,36,45
14:07,8,13,49,39,1,31,48,51
14:15,11,4,38,41,40,9,43,3
14:22,34,22,17,14,52,10,7,18
14:30,16,37,25,44,21,12,19,6
14:37,35,42,5,30,27,2,15,24
14:45,21,33,28,26,29,32,23,20
14:52,31,13,1,36,9,35,24,
15:00,43,22,45,34,50,4,14,39
15:07,48,47,7,3,53,44,8,41
15:15,49,10,40,6,37,12,46,25
15:22,11,5,19,30,51,32,27,18
15:30,16,28,42,33,52,20,17,38
15:37,35,24,26,22,21,23,15,2
15:45,33,28,13,44,34,29,14,36
15:52,1,9,41,31,43,37,6,39
16:00,19,4,7,27,32,50,30,8
16:07,10,16,20,45,17,25,3,12
16:15,5,42,47,53,48,40,18,26
16:22,2,52,38,49,11,51,15,46

