Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,24,32,27,23,30,22,25,35
09:11,37,42,34,40,38,39,44,31
09:22,49,19,41,26,47,36,28,43
09:33,48,21,50,51,46,53,52,20
09:44,32,45,29,27,35,31,30,28
09:55,33,6,2,9,7,34,4,5
10:06,8,3,29,1,44,42,,
10:17,39,37,38,12,40,41,43,33
10:28,18,11,16,14,13,15,10,36
10:39,47,17,,,20,49,,
10:50,50,53,26,45,52,51,48,46
11:01,2,21,7,19,4,22,6,25
11:12,23,16,9,8,3,18,10,5
11:23,11,24,13,14,17,1,12,15

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,47,27,53,24,46,50,36,45
14:07,13,8,49,39,1,32,51,48
14:15,11,2,38,41,40,9,43,5
14:22,35,21,14,17,52,10,7,15
14:30,16,37,23,44,26,12,22,6
14:37,28,42,3,34,30,4,18,20
14:45,26,29,33,25,27,31,19,24
14:52,32,13,1,36,20,,9,28
15:00,39,14,2,50,35,45,21,43
15:07,8,41,44,53,5,7,48,47
15:15,49,10,40,6,23,46,12,37
15:22,30,15,22,34,51,31,3,11
15:30,33,16,19,52,29,42,38,17
15:37,28,20,21,25,24,26,18,4
15:45,29,33,13,44,35,27,14,36
15:52,1,9,41,32,43,37,6,39
16:00,22,2,30,7,31,50,34,8
16:07,12,5,23,17,19,45,10,16
16:15,3,42,47,53,48,40,15,25
16:22,4,52,38,49,11,51,18,46

