Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,25,26,
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,31,25,32,19,20,34,27,26
09:11,40,36,28,44,42,38,41,30
09:22,21,49,24,43,39,51,29,37
09:33,22,46,53,52,47,48,23,50
09:44,29,34,35,32,27,30,45,31
09:55,6,33,4,7,9,28,2,5
10:06,35,1,,,41,36,8,3
10:17,33,37,43,44,42,17,38,40
10:28,10,15,12,13,11,18,39,16
10:39,,,,,22,49,14,51
10:50,52,50,46,47,24,45,53,48
11:01,23,4,20,2,9,21,26,6
11:12,11,19,15,8,7,3,5,16
11:23,25,10,14,1,18,13,12,17

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,45,39,48,52,25,53,51,32
14:07,13,3,49,38,1,31,47,50
14:15,10,4,43,42,44,7,37,5
14:22,12,9,16,46,14,18,23,27
14:30,11,40,19,41,24,17,20,6
14:37,22,15,2,34,28,8,36,29
14:45,21,25,30,32,26,33,24,35
14:52,31,13,1,39,22,,7,29
15:00,38,18,4,48,27,45,23,37
15:07,43,3,9,5,53,41,51,50
15:15,49,16,52,19,6,44,17,40
15:22,8,10,28,20,30,47,12,34
15:30,42,14,21,46,35,36,33,11
15:37,22,29,26,23,25,24,15,2
15:45,39,18,27,32,13,41,33,35
15:52,1,7,43,31,37,40,38,6
16:00,3,28,48,30,34,9,4,20
16:07,17,5,19,14,45,21,11,16
16:15,26,12,44,50,53,51,36,8
16:22,2,46,42,49,10,47,15,52

