Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,,21,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,24,31,22,35,23,30,20,29
09:11,44,42,28,41,38,43,36,33
09:22,40,27,25,39,37,47,49,21
09:33,48,19,52,53,51,50,46,26
09:44,27,35,30,32,33,29,45,31
09:55,2,4,28,9,6,8,3,34
10:06,32,1,42,36,,,7,5
10:17,43,44,38,16,39,41,40,34
10:28,12,13,15,14,18,11,37,17
10:39,47,10,,,26,49,,
10:50,48,52,46,51,25,45,53,50
11:01,19,8,21,9,22,4,20,3
11:12,15,23,5,6,7,12,2,17
11:23,13,24,18,14,1,10,16,11

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,30,47,24,53,50,52,45,37
14:07,51,48,31,1,43,49,5,18
14:15,13,8,38,39,6,41,2,40
14:22,29,19,10,14,46,17,9,11
14:30,3,22,16,25,36,23,15,44
14:37,26,12,4,35,28,7,42,27
14:45,21,24,33,30,20,34,25,32
14:52,31,18,1,37,26,,6,27
15:00,43,14,8,50,29,45,19,40
15:07,48,47,9,2,53,36,5,39
15:15,16,44,52,23,3,41,17,49
15:22,35,11,51,33,28,22,13,7
15:30,34,15,21,46,32,42,38,10
15:37,27,26,24,25,20,19,12,4
15:45,32,34,18,36,29,30,14,37
15:52,43,3,40,44,31,39,6,1
16:00,22,8,35,9,50,33,28,5
16:07,16,2,23,10,45,21,15,17
16:15,42,7,48,41,47,53,11,20
16:22,4,46,38,49,13,51,12,52

