Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,,21,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,24,35,34,20,31,21,25,27
09:11,44,36,28,40,42,38,41,30
09:22,19,49,23,43,39,47,33,37
09:33,48,22,50,51,46,53,26,52
09:44,33,31,29,34,27,30,45,35
09:55,6,32,4,9,7,28,5,2
10:06,1,29,,,36,41,8,3
10:17,38,44,14,42,43,40,32,37
10:28,39,10,12,11,13,18,15,17
10:39,16,47,,,26,49,,
10:50,46,48,51,52,23,45,50,53
11:01,22,4,19,7,2,21,25,6
11:12,20,13,8,17,3,9,10,5
11:23,24,15,16,1,18,11,12,14

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,34,47,53,24,46,50,39,45
14:07,3,11,49,38,1,35,51,48
14:15,15,4,42,43,40,9,37,5
14:22,27,22,16,18,52,10,7,12
14:30,13,44,20,41,23,14,21,6
14:37,26,17,2,31,28,8,36,33
14:45,23,29,32,25,34,30,24,19
14:52,35,11,1,39,26,,9,33
15:00,37,22,45,27,50,4,18,38
15:07,43,3,41,53,5,7,47,48
15:15,14,44,46,20,6,40,10,49
15:22,15,8,21,28,51,30,31,12
15:30,32,13,19,52,29,36,42,16
15:37,26,33,25,22,24,23,17,2
15:45,29,32,34,27,11,41,39,18
15:52,1,9,43,35,37,44,6,38
16:00,21,4,7,31,30,50,28,3
16:07,14,5,20,16,45,19,13,10
16:15,8,36,48,40,47,53,12,25
16:22,46,17,51,15,49,42,52,2

