Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,25,26,
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,25,31,32,19,20,34,26,27
09:11,30,41,38,42,40,28,36,44
09:22,49,21,39,47,43,24,29,37
09:33,23,48,50,51,46,53,52,22
09:44,29,34,35,32,27,30,45,31
09:55,6,33,7,4,28,9,2,5
10:06,41,36,1,35,,,8,3
10:17,37,33,42,17,43,40,44,38
10:28,18,11,12,13,10,15,39,16
10:39,,,,,22,49,14,47
10:50,46,48,52,51,24,45,53,50
11:01,23,4,20,2,9,21,26,6
11:12,11,19,15,8,7,3,5,16
11:23,25,10,14,1,18,13,12,17

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,45,39,50,46,25,53,47,32
14:07,13,3,49,38,1,31,51,48
14:15,10,4,43,42,40,7,37,5
14:22,12,9,16,52,14,18,23,27
14:30,11,44,19,41,24,17,20,6
14:37,22,15,2,34,28,8,36,29
14:45,21,25,30,32,26,33,24,35
14:52,31,13,1,39,22,,7,29
15:00,38,18,4,50,27,45,23,37
15:07,43,3,9,5,53,41,47,48
15:15,49,16,46,19,6,40,17,44
15:22,8,10,28,20,30,51,12,34
15:30,42,14,21,52,35,36,33,11
15:37,22,29,26,23,25,24,15,2
15:45,39,18,27,32,13,41,33,35
15:52,1,7,43,31,37,44,38,6
16:00,3,28,50,30,34,9,4,20
16:07,17,5,19,14,45,21,11,16
16:15,26,12,40,48,53,47,36,8
16:22,2,52,42,49,10,51,15,46

