Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,34,26,27,24,31,19,23,33
09:11,28,40,39,42,29,43,38,44
09:22,22,53,21,41,37,47,36,32
09:33,25,52,49,46,51,50,20,48
09:44,32,31,28,34,35,27,45,33
09:55,6,30,9,1,7,29,4,5
10:06,8,3,35,2,40,38,,
10:17,42,44,12,39,41,43,30,36
10:28,18,15,11,14,13,16,10,37
10:39,47,17,,,25,53,,
10:50,48,46,52,51,21,45,49,50
11:01,20,1,22,7,19,4,26,6
11:12,10,5,8,9,3,18,24,11
11:23,15,23,13,14,17,2,12,16

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,47,27,49,23,46,50,37,45
14:07,13,8,53,42,2,33,51,48
14:15,36,5,9,43,41,39,15,1
14:22,16,7,10,52,17,14,20,34
14:30,11,44,40,24,12,21,6,19
14:37,32,38,3,29,31,4,18,25
14:45,21,35,30,26,27,28,22,23
14:52,33,13,2,37,9,32,25,
15:00,36,20,45,34,50,1,14,42
15:07,48,47,7,5,49,40,8,41
15:15,53,10,43,6,24,46,12,44
15:22,31,16,19,29,51,28,3,15
15:30,17,39,38,35,52,22,11,30
15:37,32,25,26,20,23,21,18,4
15:45,37,14,27,34,40,13,30,35
15:52,2,9,41,33,36,44,6,42
16:00,19,1,31,7,50,28,29,8
16:07,12,5,24,17,45,22,11,10
16:15,3,38,48,43,47,49,16,26
16:22,4,52,39,53,15,51,18,46

