Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,,21,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,24,35,34,20,31,21,25,27
09:11,36,44,28,40,38,42,39,30
09:22,19,49,23,37,41,47,33,43
09:33,48,22,50,51,46,53,26,52
09:44,33,31,29,34,27,30,45,35
09:55,6,32,9,4,7,28,5,2
10:06,1,29,,,39,44,8,3
10:17,32,43,37,40,38,14,42,36
10:28,41,10,11,12,13,18,15,17
10:39,47,16,49,26,,,,
10:50,48,46,51,52,45,23,53,50
11:01,22,4,19,7,21,2,25,6
11:12,20,13,8,17,3,9,10,5
11:23,15,24,16,1,18,11,14,12

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,34,47,53,24,46,50,41,45
14:07,3,11,49,42,1,35,48,51
14:15,15,4,38,37,40,9,43,5
14:22,12,7,10,52,18,16,22,27
14:30,13,36,20,39,23,14,21,6
14:37,26,17,2,31,28,8,44,33
14:45,23,29,32,25,34,30,24,19
14:52,35,11,1,41,26,,9,33
15:00,43,22,45,27,50,4,18,42
15:07,37,3,39,53,7,5,47,48
15:15,49,10,40,6,36,14,46,20
15:22,12,31,30,51,28,21,8,15
15:30,32,13,19,52,29,44,38,16
15:37,26,33,25,22,24,23,17,2
15:45,29,32,11,39,27,34,18,41
15:52,1,9,37,35,43,36,6,42
16:00,3,28,50,30,31,7,4,21
16:07,14,5,20,16,45,19,13,10
16:15,8,44,48,40,47,53,12,25
16:22,46,17,51,15,49,38,52,2

