Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,,20,21,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,22,35,24,34,32,20,21,30
09:11,28,41,38,42,44,29,36,40
09:22,37,33,25,43,51,39,19,49
09:33,23,50,53,52,47,48,46,26
09:44,32,33,31,34,28,30,45,35
09:55,6,27,7,4,5,29,3,2
10:06,9,8,41,36,,,31,1
10:17,37,27,42,17,44,43,40,38
10:28,13,15,16,14,11,12,10,39
10:39,,,,,26,49,18,51
10:50,53,48,45,25,46,47,52,50
11:01,23,4,19,5,2,20,21,6
11:12,24,16,7,9,13,8,3,10
11:23,22,15,18,1,11,14,12,17

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,45,39,48,52,22,53,51,34
14:07,11,9,49,38,1,35,47,50
14:15,15,4,42,43,44,7,37,3
14:22,12,5,10,46,18,14,23,30
14:30,16,40,24,41,25,17,20,6
14:37,26,13,2,32,29,8,36,33
14:45,19,22,34,28,27,21,25,31
14:52,35,11,1,39,26,,7,33
15:00,37,23,45,30,48,4,14,38
15:07,51,50,3,5,53,41,43,9
15:15,49,10,44,6,24,52,40,17
15:22,8,15,20,29,12,32,47,28
15:30,16,27,36,31,46,19,18,42
15:37,26,33,21,23,22,25,13,2
15:45,39,14,34,30,41,11,27,31
15:52,38,6,40,37,35,43,7,1
16:00,9,29,28,48,5,32,20,4
16:07,3,17,24,18,19,45,10,16
16:15,8,36,50,44,53,51,12,21
16:22,2,46,42,49,15,47,13,52

