Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,,21,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,27,19,32,25,22,29,23,35
09:11,38,39,34,40,44,37,31,41
09:22,36,30,26,42,43,46,52,20
09:33,49,21,47,51,45,24,48,53
09:44,35,50,31,27,32,28,30,29
09:55,4,33,2,8,3,34,6,5
10:06,1,7,28,9,41,38,,
10:17,44,39,37,12,40,42,36,33
10:28,10,43,14,13,11,18,15,16
10:39,46,17,,,24,52,,
10:50,49,47,45,53,26,50,51,48
11:01,21,8,20,3,22,6,19,4
11:12,25,13,2,1,7,16,10,5
11:23,15,23,11,14,17,9,12,18

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,50,43,48,47,23,51,32,46
14:07,11,1,52,44,9,35,53,49
14:15,15,8,37,42,2,40,5,36
14:22,18,3,10,45,17,14,21,27
14:30,13,39,41,25,12,26,4,22
14:37,30,38,7,34,29,6,16,24
14:45,26,28,33,19,32,31,20,23
14:52,35,11,9,43,2,30,24,
15:00,44,14,8,48,27,50,21,36
15:07,49,46,3,5,51,41,1,42
15:15,52,10,40,4,25,47,12,39
15:22,15,7,31,53,34,22,18,29
15:30,17,37,38,28,45,20,13,33
15:37,30,24,19,21,23,26,16,6
15:45,43,14,32,27,41,11,33,28
15:52,9,2,42,35,36,39,4,44
16:00,22,8,29,3,48,31,34,1
16:07,12,5,17,25,50,20,13,10
16:15,7,38,49,40,46,51,18,19
16:22,6,45,37,52,15,53,16,47

