Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,,20,21,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,22,35,34,24,32,20,21,30
09:11,44,37,29,40,38,36,39,28
09:22,49,19,41,47,42,25,33,43
09:33,23,48,53,52,51,50,46,26
09:44,33,32,28,30,31,34,45,35
09:55,6,27,4,7,5,29,2,3
10:06,31,1,37,39,,,8,9
10:17,43,27,38,12,40,42,44,36
10:28,14,16,11,13,10,17,15,41
10:39,,,,,26,49,18,47
10:50,48,52,51,46,25,45,50,53
11:01,23,4,19,5,20,2,21,6
11:12,11,24,9,7,8,14,3,15
11:23,22,16,18,1,10,13,17,12

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,41,45,50,52,53,22,47,34
14:07,10,9,49,36,1,35,51,48
14:15,16,4,38,42,7,40,3,43
14:22,30,23,18,13,46,15,5,17
14:30,11,44,24,39,25,12,20,6
14:37,26,14,2,32,29,8,37,33
14:45,19,22,34,28,27,21,25,31
14:52,35,10,1,41,26,,7,33
15:00,36,13,4,50,30,45,23,43
15:07,48,47,5,3,53,39,9,42
15:15,12,44,52,24,6,40,15,49
15:22,32,17,51,28,29,20,16,8
15:30,11,27,19,46,31,37,38,18
15:37,26,33,21,23,22,25,14,2
15:45,41,13,34,30,39,10,27,31
15:52,36,6,43,44,35,42,7,1
16:00,9,29,28,50,5,32,20,4
16:07,3,12,24,18,19,45,15,11
16:15,8,37,48,40,53,47,17,21
16:22,2,46,38,49,16,51,14,52

