Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,25,26,
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,21,35,34,23,32,22,20,30
09:11,44,42,29,41,38,43,36,27
09:22,40,33,24,39,37,47,53,19
09:33,25,46,50,52,45,51,26,48
09:44,33,32,34,31,27,30,35,49
09:55,8,28,2,3,1,29,7,5
10:06,6,4,31,9,36,42,,
10:17,43,44,38,12,41,39,40,28
10:28,11,37,14,13,17,10,15,16
10:39,,,53,25,,,18,47
10:50,48,51,49,24,46,52,45,50
11:01,26,2,19,1,7,22,20,8
11:12,5,11,3,6,4,16,23,13
11:23,15,21,18,9,14,10,12,17

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,34,47,21,45,50,51,49,37
14:07,10,6,53,43,9,35,52,48
14:15,15,2,38,39,3,41,5,40
14:22,17,1,11,46,18,14,26,30
14:30,8,22,12,24,36,23,13,44
14:37,33,42,4,29,32,7,16,25
14:45,19,21,27,34,20,28,24,31
14:52,35,10,9,37,25,,3,33
15:00,43,14,2,50,30,49,26,40
15:07,48,47,1,5,45,36,6,39
15:15,53,11,51,23,8,41,44,12
15:22,4,15,22,29,27,52,32,17
15:30,13,28,19,46,31,42,38,18
15:37,7,16,24,21,26,20,33,25
15:45,14,37,30,34,10,36,31,28
15:52,43,8,40,44,35,39,3,9
16:00,22,2,32,1,50,27,29,6
16:07,5,12,23,18,19,49,11,13
16:15,4,42,48,41,45,47,17,20
16:22,7,46,53,38,15,52,16,51

