Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,24,35,34,23,27,20,25,30
09:11,44,36,29,40,42,38,41,32
09:22,26,49,21,43,39,47,33,37
09:33,48,19,50,51,52,22,46,53
09:44,33,27,31,34,30,32,45,35
09:55,28,6,4,9,7,29,2,5
10:06,1,31,,,36,41,8,3
10:17,28,37,43,40,42,14,38,44
10:28,39,10,12,11,13,18,15,17
10:39,47,16,49,22,,,,
10:50,46,48,51,52,21,45,50,53
11:01,19,4,26,7,20,2,25,6
11:12,5,10,17,8,9,3,23,13
11:23,15,24,16,1,18,11,14,12

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,53,24,47,34,46,50,39,45
14:07,11,3,49,38,1,35,51,48
14:15,4,15,42,43,9,40,37,5
14:22,7,12,52,10,16,18,19,30
14:30,13,44,41,23,14,21,6,20
14:37,36,33,29,8,27,2,17,22
14:45,21,31,28,25,34,32,26,24
14:52,35,11,1,39,9,33,22,
15:00,37,19,45,30,50,4,18,38
15:07,3,43,41,53,5,7,48,47
15:15,49,10,40,6,23,46,14,44
15:22,15,8,32,51,29,20,12,27
15:30,16,42,36,31,52,26,13,28
15:37,33,22,25,19,24,21,17,2
15:45,39,18,30,34,41,11,28,31
15:52,1,9,43,35,37,44,6,38
16:00,20,4,27,7,50,32,29,3
16:07,14,5,23,16,45,26,13,10
16:15,8,36,48,40,47,53,12,25
16:22,2,52,42,49,15,51,17,46

