Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,23,32,34,21,30,20,26,27
09:11,31,41,36,42,40,29,38,39
09:22,37,35,19,43,44,51,45,22
09:33,24,52,49,47,50,46,25,53
09:44,35,30,31,27,28,34,48,32
09:55,5,3,6,8,9,29,4,33
10:06,7,28,38,41,,,2,1
10:17,36,39,42,11,40,43,37,33
10:28,18,44,14,17,16,15,12,10
10:39,13,51,45,25,,,,
10:50,52,50,53,49,19,48,46,47
11:01,8,24,22,9,3,20,26,4
11:12,17,21,2,6,1,10,5,18
11:23,12,23,13,7,14,15,11,16

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,48,44,47,50,23,46,34,51
14:07,15,2,45,36,7,32,49,52
14:15,37,5,40,6,43,42,8,12
14:22,16,9,18,53,13,14,24,27
14:30,17,39,21,41,19,11,20,4
14:37,35,38,1,29,30,3,10,25
14:45,22,23,31,34,26,33,19,28
14:52,32,15,7,44,6,35,25,
15:00,36,14,8,47,27,48,24,37
15:07,52,51,41,46,5,9,2,43
15:15,45,18,40,4,21,50,39,11
15:22,30,16,20,29,49,31,1,12
15:30,13,42,38,28,53,22,17,33
15:37,35,25,23,19,26,24,10,3
15:45,28,33,15,41,27,34,14,44
15:52,7,6,43,32,37,39,36,4
16:00,2,29,31,47,9,30,8,20
16:07,11,5,13,21,48,22,17,18
16:15,1,38,52,40,51,46,16,26
16:22,3,53,42,45,12,49,10,50

