Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,,19,20,21,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,22,35,34,20,32,24,23,30
09:11,44,37,29,40,38,36,39,27
09:22,49,26,41,47,42,19,33,43
09:33,21,48,53,52,51,50,46,25
09:44,33,32,27,30,31,34,45,35
09:55,6,28,4,7,5,29,2,3
10:06,31,1,37,39,,,8,9
10:17,43,28,38,12,40,42,44,36
10:28,14,16,11,13,10,17,15,41
10:39,,,,,25,49,18,47
10:50,53,50,45,19,46,51,52,48
11:01,21,4,26,5,2,24,23,6
11:12,11,20,14,8,9,7,15,3
11:23,22,16,18,1,10,13,17,12

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,41,45,50,52,53,22,47,34
14:07,9,10,49,36,1,35,51,48
14:15,16,4,38,42,40,7,43,3
14:22,30,21,18,13,46,15,5,17
14:30,11,44,20,39,19,12,24,6
14:37,25,14,2,32,29,8,37,33
14:45,26,22,27,34,23,28,19,31
14:52,35,10,1,41,25,,7,33
15:00,36,13,4,50,30,45,21,43
15:07,48,47,5,3,53,39,9,42
15:15,49,15,52,20,6,40,44,12
15:22,17,32,27,51,29,24,8,16
15:30,11,28,26,46,31,37,38,18
15:37,25,33,23,21,22,19,14,2
15:45,41,13,34,30,39,10,28,31
15:52,1,7,42,35,43,44,36,6
16:00,24,4,32,5,50,27,29,9
16:07,3,12,20,18,26,45,15,11
16:15,8,37,48,40,53,47,17,23
16:22,2,46,38,49,16,51,14,52

