Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,,19,20,21,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,22,35,20,33,32,24,23,31
09:11,27,38,43,42,41,29,36,44
09:22,37,30,19,40,51,39,26,49
09:33,21,50,45,46,47,48,52,25
09:44,32,30,34,33,27,31,53,35
09:55,6,28,7,4,5,29,3,2
10:06,9,8,38,36,,,34,1
10:17,37,28,42,15,41,40,44,43
10:28,13,16,17,14,10,12,11,39
10:39,,,,,25,49,18,51
10:50,45,48,53,19,52,47,46,50
11:01,21,4,26,5,2,24,23,6
11:12,20,17,7,9,13,8,3,11
11:23,22,16,18,1,10,14,12,15

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,53,39,48,46,22,45,33,51
14:07,9,10,49,43,1,35,47,50
14:15,16,4,42,40,41,7,37,3
14:22,31,21,18,14,52,11,5,12
14:30,17,44,20,38,19,15,24,6
14:37,25,13,2,32,29,8,36,30
14:45,26,22,27,33,23,28,19,34
14:52,35,10,1,39,25,,7,30
15:00,43,14,4,48,31,53,21,37
15:07,50,51,5,3,45,38,9,40
15:15,49,11,46,20,6,41,44,15
15:22,8,16,24,29,27,47,32,12
15:30,17,28,36,34,26,52,42,18
15:37,2,13,19,22,21,23,30,25
15:45,39,14,33,31,38,10,28,34
15:52,1,7,40,35,37,44,6,43
16:00,24,4,32,5,48,27,29,9
16:07,3,15,20,18,26,53,11,17
16:15,8,36,50,41,45,51,12,23
16:22,2,52,49,42,16,47,13,46

