Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,25,,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,30,26,20,28,21,33,24,35
09:11,39,36,34,40,42,38,32,41
09:22,37,29,19,44,43,46,52,22
09:33,23,49,48,53,47,51,45,25
09:44,29,28,33,27,32,30,50,35
09:55,31,3,6,8,9,34,4,2
10:06,5,1,27,7,41,36,,
10:17,31,37,44,40,42,17,39,38
10:28,10,13,11,14,18,12,16,43
10:39,46,15,,,25,52,,
10:50,49,47,45,53,19,50,51,48
11:01,23,8,22,9,20,4,26,3
11:12,16,2,5,6,1,10,21,11
11:23,24,13,15,7,18,14,17,12

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,50,43,48,47,24,51,33,46
14:07,18,5,52,38,7,35,53,49
14:15,8,13,42,44,40,6,2,37
14:22,12,9,16,45,15,14,23,30
14:30,3,20,17,19,41,21,11,39
14:37,29,36,1,34,28,4,10,25
14:45,22,24,32,33,26,31,19,27
14:52,35,18,7,43,6,29,25,
15:00,38,14,8,48,30,50,23,37
15:07,49,46,9,2,51,41,5,44
15:15,52,16,40,3,21,47,17,39
15:22,28,12,20,34,53,32,1,13
15:30,31,11,36,27,22,45,42,15
15:37,25,29,26,23,24,19,10,4
15:45,43,14,33,30,41,18,31,27
15:52,7,6,44,35,37,39,3,38
16:00,20,8,28,9,48,32,34,5
16:07,17,2,15,21,22,50,16,11
16:15,36,1,40,49,51,46,26,12
16:22,4,45,42,52,13,53,10,47

