Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,30,25,24,31,33,22,20,35
09:11,39,42,27,41,38,37,28,36
09:22,23,45,26,43,44,51,40,29
09:33,19,52,49,47,50,46,21,53
09:44,29,33,28,35,32,31,48,30
09:55,3,34,6,8,9,27,4,2
10:06,5,7,32,1,36,42,,
10:17,37,39,41,43,12,38,34,40
10:28,11,44,14,13,17,10,15,16
10:39,,,45,21,,,18,51
10:50,52,50,53,49,26,48,46,47
11:01,19,8,23,9,22,4,20,3
11:12,13,24,5,6,7,16,2,11
11:23,15,25,10,14,18,1,12,17

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,31,51,25,46,47,50,48,44
14:07,10,5,45,37,1,30,49,52
14:15,40,2,41,6,43,38,8,15
14:22,17,9,11,53,18,14,19,35
14:30,3,22,12,26,36,24,13,39
14:37,29,42,7,27,33,4,16,21
14:45,23,25,28,31,20,34,26,32
14:52,30,10,1,44,6,29,21,
15:00,40,19,48,35,47,8,14,37
15:07,51,52,46,36,9,2,43,5
15:15,45,11,41,3,24,50,12,39
15:22,33,17,49,28,22,27,15,7
15:30,34,13,23,53,32,42,38,18
15:37,21,29,26,25,20,19,16,4
15:45,44,14,31,35,36,10,34,32
15:52,37,3,40,39,30,43,6,1
16:00,22,8,33,9,28,47,27,5
16:07,12,2,24,18,48,23,13,11
16:15,7,42,52,41,51,46,17,20
16:22,4,53,38,45,15,49,16,50

