Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,25,35,34,23,32,20,24,30
09:11,40,36,29,44,42,38,41,27
09:22,37,33,21,43,39,47,49,26
09:33,48,19,50,51,46,45,22,52
09:44,33,32,31,34,30,27,53,35
09:55,6,28,9,4,7,29,5,2
10:06,31,1,,,41,36,8,3
10:17,37,28,44,43,42,14,40,38
10:28,39,10,12,11,13,18,15,17
10:39,16,47,,,22,49,,
10:50,48,46,53,21,52,51,50,45
11:01,19,4,26,7,20,2,24,6
11:12,13,23,3,9,8,17,10,5
11:23,25,15,16,1,18,11,12,14

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,34,47,45,25,46,50,39,53
14:07,11,3,49,38,1,35,51,48
14:15,15,4,42,43,44,9,37,5
14:22,30,19,16,18,52,10,7,12
14:30,13,40,23,41,21,14,20,6
14:37,22,17,2,32,29,8,36,33
14:45,21,28,31,24,34,27,25,26
14:52,35,11,1,39,9,33,22,
15:00,18,38,4,50,30,53,19,37
15:07,43,3,41,45,5,7,47,48
15:15,14,40,46,23,44,6,49,10
15:22,15,8,20,29,51,27,32,12
15:30,28,13,26,52,31,36,42,16
15:37,33,22,19,24,25,21,17,2
15:45,31,28,11,41,30,34,18,39
15:52,1,9,43,35,37,40,6,38
16:00,20,4,32,7,27,50,29,3
16:07,10,13,26,53,16,23,5,14
16:15,8,36,48,44,47,45,12,24
16:22,46,17,51,15,49,42,52,2

