Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,24,31,30,23,34,26,25,27
09:11,44,36,28,40,42,38,41,33
09:22,20,49,19,43,39,47,29,37
09:33,48,21,50,51,46,53,22,52
09:44,29,34,35,30,27,33,45,31
09:55,32,6,4,9,7,28,2,5
10:06,1,35,,,41,36,8,3
10:17,32,37,43,40,42,11,38,44
10:28,39,16,12,17,10,13,18,14
10:39,47,15,49,22,,,,
10:50,46,48,51,52,19,45,50,53
11:01,21,4,20,7,26,2,25,6
11:12,5,16,14,8,9,3,23,10
11:23,18,24,15,1,13,17,11,12

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,30,47,53,24,46,50,39,45
14:07,3,17,49,38,1,31,48,51
14:15,18,4,42,43,40,9,37,5
14:22,27,21,15,13,52,16,7,12
14:30,10,44,23,41,19,11,26,6
14:37,36,29,28,8,34,2,14,22
14:45,19,35,32,25,30,33,24,20
14:52,31,17,1,39,22,,9,29
15:00,37,21,45,27,50,4,13,38
15:07,43,3,41,53,7,5,47,48
15:15,49,16,40,6,44,11,46,23
15:22,34,12,26,28,33,51,18,8
15:30,32,10,20,52,35,36,42,15
15:37,29,22,21,25,24,19,14,2
15:45,35,32,17,41,27,30,13,39
15:52,1,9,43,31,37,44,6,38
16:00,26,4,7,34,33,50,28,3
16:07,11,5,23,15,45,20,10,16
16:15,8,36,48,40,53,47,12,25
16:22,46,14,51,18,49,42,52,2

