Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,,20,21,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,30,21,20,32,34,24,35,22
09:11,28,39,36,38,40,29,37,44
09:22,43,33,25,42,51,41,19,49
09:33,50,23,48,47,46,45,52,26
09:44,32,33,31,34,28,30,53,35
09:55,2,27,3,6,8,29,5,1
10:06,9,31,,,37,39,4,7
10:17,27,43,42,40,38,17,36,44
10:28,13,15,16,14,10,12,11,41
10:39,,,,,26,49,18,51
10:50,45,48,53,25,52,47,46,50
11:01,23,6,19,8,1,20,21,2
11:12,16,24,13,4,7,3,11,5
11:23,15,22,18,9,14,10,17,12

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,53,41,48,46,22,45,51,34
14:07,10,7,49,36,9,35,47,50
14:15,15,6,38,42,40,3,43,5
14:22,12,8,11,52,18,14,23,30
14:30,16,44,24,39,25,17,20,2
14:37,26,13,1,32,29,4,37,33
14:45,19,22,34,28,27,21,25,31
14:52,35,10,9,41,26,,3,33
15:00,43,23,53,30,48,6,14,36
15:07,51,50,5,8,45,39,42,7
15:15,49,11,40,2,24,46,44,17
15:22,4,15,20,29,12,32,47,28
15:30,16,27,37,31,52,19,18,38
15:37,26,33,21,23,22,25,13,1
15:45,41,14,34,30,39,10,27,31
15:52,36,2,44,43,35,42,3,9
16:00,7,29,28,48,8,32,20,6
16:07,5,17,24,18,19,53,11,16
16:15,4,37,50,40,45,51,12,21
16:22,1,52,38,49,15,47,13,46

