Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,,19,20,21,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,35,24,34,23,21,32,30,26
09:11,43,37,29,40,42,36,44,27
09:22,25,49,51,41,39,19,33,38
09:33,20,47,48,45,52,53,46,22
09:44,33,32,31,34,30,27,50,35
09:55,7,28,1,4,29,5,2,3
10:06,,,9,31,44,37,8,6
10:17,38,28,42,17,39,40,43,36
10:28,14,16,12,13,11,10,41,15
10:39,,,,,49,22,18,51
10:50,47,52,45,46,19,50,48,53
11:01,20,4,21,2,5,25,26,7
11:12,16,23,1,6,8,10,3,15
11:23,11,24,18,9,14,13,17,12

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,34,51,53,24,52,48,50,41
14:07,13,6,49,36,9,35,45,47
14:15,11,4,42,39,1,40,3,38
14:22,30,20,18,14,46,15,5,12
14:30,16,43,23,44,19,17,21,7
14:37,22,10,2,32,29,8,37,33
14:45,24,25,27,34,26,28,31,19
14:52,35,13,9,41,22,,1,33
15:00,36,14,4,48,30,50,20,38
15:07,39,6,5,3,53,44,51,47
15:15,49,15,52,23,7,40,43,17
15:22,8,11,21,29,27,45,12,32
15:30,28,16,25,46,31,37,42,18
15:37,22,33,26,20,24,19,10,2
15:45,41,14,30,34,13,44,28,31
15:52,9,1,39,35,38,43,36,7
16:00,21,4,5,32,27,48,29,6
16:07,17,3,23,18,50,25,16,15
16:15,8,37,51,53,47,40,12,26
16:22,52,10,42,49,11,45,46,2

