Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,28,23,34,19,31,21,22,35
09:11,36,39,29,40,42,38,41,32
09:22,37,33,25,44,43,47,52,20
09:33,26,50,51,45,53,48,24,49
09:44,31,33,34,27,32,28,35,46
09:55,4,5,9,29,8,6,30,3
10:06,2,1,27,7,41,36,,
10:17,38,39,42,17,40,44,37,30
10:28,18,10,11,14,12,13,16,43
10:39,,,52,26,,,15,47
10:50,49,45,50,53,25,46,51,48
11:01,3,23,20,9,21,4,8,24
11:12,16,5,2,6,1,18,19,11
11:23,22,10,15,7,12,14,17,13

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,47,34,51,22,45,48,43,46
14:07,12,2,52,38,7,35,53,49
14:15,10,8,42,44,40,6,37,5
14:22,28,24,14,15,50,16,9,13
14:30,11,39,19,41,25,17,21,3
14:37,36,33,29,1,31,4,18,26
14:45,25,27,30,23,34,32,20,22
14:52,35,12,7,43,6,33,26,
15:00,38,14,8,48,28,46,24,37
15:07,49,47,9,5,51,41,2,44
15:15,52,16,40,3,19,45,17,39
15:22,10,1,32,53,29,21,13,31
15:30,15,42,36,27,50,20,11,30
15:37,33,26,23,24,22,25,18,4
15:45,43,14,34,28,41,12,30,27
15:52,7,6,44,35,37,39,3,38
16:00,21,8,31,9,48,32,29,2
16:07,17,5,15,19,46,20,11,16
16:15,1,36,49,40,47,51,13,23
16:22,4,50,42,52,10,53,18,45

