Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,28,20,22,32,33,24,35,21
09:11,31,38,43,42,41,29,36,44
09:22,37,30,25,40,51,39,19,49
09:33,50,23,48,47,46,45,52,26
09:44,32,30,27,33,31,28,53,35
09:55,8,34,3,2,1,29,5,7
10:06,9,27,,,36,38,4,6
10:17,34,37,40,41,42,12,43,44
10:28,14,15,11,13,10,17,18,39
10:39,,,,,26,49,16,51
10:50,45,48,53,25,52,47,46,50
11:01,23,2,19,1,7,22,20,8
11:12,11,24,14,4,6,3,18,5
11:23,15,21,16,9,13,10,12,17

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,53,39,48,46,21,45,51,33
14:07,10,6,49,43,9,35,47,50
14:15,15,2,42,40,41,3,37,5
14:22,17,1,18,52,16,13,23,28
14:30,11,44,24,38,25,12,22,8
14:37,26,14,7,32,29,4,36,30
14:45,19,21,33,31,34,20,25,27
14:52,35,10,9,39,26,,3,30
15:00,37,23,53,28,48,2,13,43
15:07,50,51,1,5,45,38,6,40
15:15,49,18,41,8,24,46,44,12
15:22,4,15,22,29,17,32,47,31
15:30,11,34,36,27,52,19,16,42
15:37,26,30,20,23,21,25,14,7
15:45,39,13,33,28,38,10,34,27
15:52,43,8,44,37,35,40,3,9
16:00,6,29,31,48,1,32,22,2
16:07,5,12,24,16,19,53,18,11
16:15,4,36,50,41,45,51,17,20
16:22,7,52,42,49,15,47,14,46

