Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,25,35,31,20,29,22,26,32
09:11,44,36,28,40,38,41,42,33
09:22,37,30,24,39,43,47,53,23
09:33,48,19,51,45,52,50,46,21
09:44,30,29,31,27,33,32,35,49
09:55,2,7,28,5,9,8,3,34
10:06,27,1,36,42,,,4,6
10:17,37,34,38,12,39,40,44,41
10:28,17,15,13,14,10,18,43,11
10:39,47,16,,,21,53,,
10:50,48,51,46,52,24,49,45,50
11:01,8,19,23,5,7,22,26,3
11:12,13,20,6,9,4,17,2,11
11:23,15,25,16,1,14,10,12,18

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,31,47,25,45,50,51,49,43
14:07,52,48,35,1,41,53,6,10
14:15,15,8,38,39,9,40,2,37
14:22,19,32,14,16,46,11,5,18
14:30,13,44,20,42,12,24,3,22
14:37,21,17,7,29,28,4,36,30
14:45,23,25,31,33,34,26,24,27
14:52,35,10,1,43,21,,9,30
15:00,41,14,8,50,32,49,19,37
15:07,48,47,5,2,45,42,6,39
15:15,53,11,51,20,3,40,44,12
15:22,4,15,22,28,33,52,29,18
15:30,13,34,23,46,27,36,38,16
15:37,21,30,26,19,25,24,17,7
15:45,14,43,32,31,10,42,27,34
15:52,41,3,37,44,35,39,9,1
16:00,22,8,29,5,50,33,28,6
16:07,12,2,20,16,49,23,13,11
16:15,36,4,48,40,47,45,18,26
16:22,7,46,38,53,15,52,17,51

