Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,24,30,23,27,28,20,26,34
09:11,35,44,38,42,40,29,36,43
09:22,49,25,41,51,19,39,33,37
09:33,22,50,48,47,52,53,46,21
09:44,33,28,31,27,34,35,45,30
09:55,6,32,7,4,29,9,2,5
10:06,,,1,31,44,36,8,3
10:17,38,43,42,12,39,40,37,32
10:28,15,16,17,10,13,14,41,11
10:39,,,,,21,49,18,51
10:50,50,52,47,46,19,45,48,53
11:01,22,4,25,9,20,2,26,6
11:12,16,23,14,8,7,3,5,11
11:23,13,24,18,1,15,10,12,17

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,41,45,48,52,53,24,51,27
14:07,10,3,49,38,1,30,47,50
14:15,13,4,42,39,7,40,5,37
14:22,34,22,18,15,46,11,9,17
14:30,16,43,23,44,19,12,20,6
14:37,21,14,8,29,2,28,36,33
14:45,24,25,32,26,27,35,31,19
14:52,30,10,1,41,21,,7,33
15:00,38,15,4,48,34,45,22,37
15:07,39,3,9,5,53,44,51,50
15:15,49,11,52,23,6,40,43,12
15:22,17,28,35,47,29,20,8,13
15:30,32,16,25,46,31,36,42,18
15:37,21,33,26,22,24,19,14,2
15:45,41,15,27,34,44,10,32,31
15:52,1,7,39,30,37,43,38,6
16:00,20,4,9,28,35,48,3,29
16:07,12,5,23,18,45,25,16,11
16:15,36,8,51,53,40,50,26,17
16:22,52,14,42,49,13,47,46,2

