Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,24,35,23,34,32,20,26,30
09:11,40,36,29,44,42,38,41,27
09:22,37,33,43,19,51,39,25,49
09:33,22,50,48,47,52,53,46,21
09:44,33,32,31,34,30,27,45,35
09:55,3,28,1,6,5,29,8,7
10:06,9,31,,,41,36,2,4
10:17,37,28,42,17,43,44,40,38
10:28,16,15,12,10,13,14,39,11
10:39,,,,,21,49,18,51
10:50,50,52,47,46,19,45,48,53
11:01,3,26,20,8,5,25,6,22
11:12,15,23,14,2,4,1,7,11
11:23,13,24,18,9,16,10,17,12

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,45,39,48,52,24,53,51,34
14:07,10,4,49,38,9,35,47,50
14:15,13,6,42,43,1,44,7,37
14:22,30,22,16,18,46,11,5,12
14:30,15,40,23,41,19,17,20,3
14:37,21,14,8,32,29,2,36,33
14:45,25,24,27,34,26,28,19,31
14:52,35,10,9,39,21,,1,33
15:00,38,16,6,48,30,45,22,37
15:07,43,4,5,7,53,41,51,50
15:15,49,11,52,23,3,44,40,17
15:22,2,13,29,20,27,47,12,32
15:30,42,18,25,46,31,36,28,15
15:37,21,33,26,22,24,19,14,8
15:45,39,16,30,34,10,41,28,31
15:52,9,1,43,35,37,40,38,3
16:00,4,29,48,27,32,5,6,20
16:07,17,7,23,18,45,25,15,11
16:15,26,12,44,50,53,51,36,2
16:22,8,46,42,49,13,47,14,52

