Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,25,26,
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,48,37,41,29,21,47,27,24
09:11,33,28,34,26,25,30,23,35
09:22,19,44,32,43,31,50,22,45
09:33,46,49,39,9,2,53,38,36
09:44,40,52,34,29,1,35,42,47
09:55,32,30,4,28,7,48,31,6
10:06,18,27,,,53,5,38,33
10:17,41,17,46,16,45,3,15,8
10:28,40,12,37,11,10,51,36,14
10:39,5,44,13,43,,,,
10:50,4,7,39,21,3,42,22,20
11:01,18,25,14,52,6,51,50,11
11:12,26,10,24,9,17,23,12,2
11:23,8,16,15,19,1,13,20,49

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,33,34,35,22,11,10,31,16
14:07,26,20,7,2,44,25,5,12
14:15,32,37,1,23,41,38,36,19
14:22,6,9,27,29,4,8,18,39
14:30,46,7,17,13,44,42,14,3
14:37,43,,10,37,41,35,12,51
14:45,6,28,15,32,40,36,26,24
14:52,9,49,30,2,21,48,1,27
15:00,31,17,38,34,45,5,22,8
15:07,16,28,15,42,25,13,3,46
15:15,52,49,4,33,1,53,50,29
15:22,40,37,39,47,11,8,20,48
15:30,51,21,14,16,6,30,26,2
15:37,18,35,50,45,44,23,38,46
15:45,24,48,34,11,12,53,43,47
15:52,41,52,17,9,19,7,5,21
16:00,51,27,22,42,45,36,39,28
16:07,31,10,49,33,25,3,32,40
16:15,30,53,18,47,19,13,50,4
16:22,43,52,14,15,29,23,20,24

