Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,25,,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,48,36,40,29,20,47,34,24
09:11,35,28,33,25,26,30,19,27
09:22,21,43,32,42,31,50,23,45
09:33,46,49,38,9,2,53,41,39
09:44,37,52,33,29,1,27,44,47
09:55,32,30,4,28,7,48,31,6
10:06,10,34,,,53,5,41,35
10:17,40,16,46,12,45,3,14,8
10:28,37,17,36,15,11,51,39,18
10:39,5,43,13,42,,,,
10:50,4,7,38,20,3,44,23,22
11:01,10,26,18,52,6,51,50,15
11:12,25,11,24,9,16,19,17,2
11:23,8,12,14,21,1,13,22,49

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,35,33,27,23,15,11,31,12
14:07,25,22,7,2,43,26,5,17
14:15,32,36,1,19,40,41,39,21
14:22,6,9,34,29,4,8,10,38
14:30,46,7,16,13,43,44,18,3
14:37,36,,11,42,40,27,17,51
14:45,6,28,14,32,37,39,25,24
14:52,9,49,30,2,20,48,1,34
15:00,31,16,41,33,45,5,23,8
15:07,12,28,14,44,26,13,3,46
15:15,52,49,4,35,1,53,50,29
15:22,37,36,38,47,15,8,22,48
15:30,51,20,18,12,6,30,25,2
15:37,10,27,50,45,43,19,41,46
15:45,24,48,33,15,17,53,42,47
15:52,40,52,16,9,21,7,5,20
16:00,51,34,23,44,45,39,38,28
16:07,31,11,49,35,26,3,32,37
16:15,30,53,10,47,21,13,50,4
16:22,42,52,18,14,29,19,22,24

