Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,,19,20,21,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,48,36,40,29,25,47,34,24
09:11,35,28,33,22,20,30,26,27
09:22,23,43,32,42,31,50,21,45
09:33,46,49,38,9,2,53,41,39
09:44,37,52,33,29,1,27,44,47
09:55,32,30,4,28,7,48,31,6
10:06,12,34,,,53,5,41,35
10:17,40,10,46,16,45,3,15,8
10:28,37,17,36,14,11,51,39,18
10:39,5,43,13,42,,,,
10:50,4,7,38,25,3,44,21,19
11:01,12,20,18,52,6,51,50,14
11:12,22,11,24,9,10,26,17,2
11:23,8,16,15,23,1,13,19,49

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,35,33,27,21,14,11,31,16
14:07,22,19,7,2,43,20,5,17
14:15,32,36,1,26,40,41,39,23
14:22,6,9,34,29,4,8,12,38
14:30,46,7,10,13,43,44,18,3
14:37,36,,11,42,40,27,17,51
14:45,6,28,15,32,37,39,22,24
14:52,9,49,30,2,25,48,1,34
15:00,31,10,41,33,45,5,21,8
15:07,16,28,15,44,20,13,3,46
15:15,52,49,4,35,1,53,50,29
15:22,37,36,38,47,14,8,19,48
15:30,51,25,18,16,6,30,22,2
15:37,12,27,50,45,43,26,41,46
15:45,24,48,33,14,17,53,42,47
15:52,40,52,10,9,23,7,5,25
16:00,51,34,21,44,45,39,38,28
16:07,31,11,49,35,20,3,32,37
16:15,30,53,12,47,23,13,50,4
16:22,42,52,18,15,29,26,19,24

