Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,48,36,40,31,21,47,28,26
09:11,27,35,33,19,20,30,25,34
09:22,22,44,32,43,29,50,23,45
09:33,46,49,38,9,2,53,41,39
09:44,37,52,33,31,1,34,42,47
09:55,32,30,4,35,7,48,29,6
10:06,17,28,,,53,5,41,27
10:17,40,10,46,16,45,3,14,8
10:28,37,11,36,15,18,51,39,12
10:39,5,44,13,43,,,,
10:50,4,7,38,21,3,42,23,24
11:01,17,20,12,52,6,51,50,15
11:12,19,18,26,9,10,25,11,2
11:23,8,16,14,22,1,13,24,49

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,27,33,34,23,15,18,29,16
14:07,19,24,7,2,44,20,5,11
14:15,32,36,1,25,40,41,39,22
14:22,6,9,28,31,4,8,17,38
14:30,46,7,10,13,44,42,12,3
14:37,36,,18,43,40,34,11,51
14:45,6,35,14,32,37,39,19,26
14:52,9,49,30,2,21,48,1,28
15:00,29,10,41,33,45,5,23,8
15:07,16,35,14,42,20,13,3,46
15:15,52,49,4,27,1,53,50,31
15:22,37,36,38,47,15,8,24,48
15:30,51,21,12,16,6,30,19,2
15:37,17,34,50,45,44,25,41,46
15:45,26,48,33,15,11,53,43,47
15:52,40,52,10,9,22,7,5,21
16:00,51,28,23,42,45,39,38,35
16:07,29,18,49,27,20,3,32,37
16:15,30,53,17,47,22,13,50,4
16:22,43,52,12,14,31,25,24,26

