Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,48,39,40,29,25,47,31,23
09:11,33,28,34,26,21,30,24,35
09:22,19,44,32,43,27,50,22,45
09:33,46,49,38,9,2,53,41,36
09:44,37,52,34,29,1,35,42,47
09:55,32,30,4,28,7,48,27,6
10:06,14,31,,,53,5,41,33
10:17,40,10,46,16,45,3,17,8
10:28,37,11,39,15,18,51,36,12
10:39,5,44,13,43,,,,
10:50,4,7,38,25,3,42,22,20
11:01,14,21,12,52,6,51,50,15
11:12,26,18,23,9,10,24,11,2
11:23,8,16,17,19,1,13,20,49

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,33,34,35,22,15,18,27,16
14:07,26,20,7,2,44,21,5,11
14:15,32,39,1,24,40,41,36,19
14:22,6,9,31,29,4,8,14,38
14:30,46,7,10,13,44,42,12,3
14:37,43,,18,39,40,35,11,51
14:45,6,28,17,32,37,36,26,23
14:52,9,49,30,2,25,48,1,31
15:00,27,10,41,34,45,5,22,8
15:07,16,28,17,42,21,13,3,46
15:15,52,49,4,33,1,53,50,29
15:22,37,39,38,47,15,8,20,48
15:30,51,25,12,16,6,30,26,2
15:37,14,35,50,45,44,24,41,46
15:45,23,48,34,15,11,53,43,47
15:52,40,52,10,9,19,7,5,25
16:00,51,31,22,42,45,36,38,28
16:07,27,18,49,33,21,3,32,37
16:15,30,53,14,47,19,13,50,4
16:22,43,52,12,17,29,24,20,23

