Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,25,,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,48,37,40,29,21,47,27,24
09:11,31,28,34,22,26,30,25,35
09:22,19,44,32,43,33,50,23,45
09:33,46,49,38,9,2,53,41,36
09:44,39,52,34,29,1,35,42,47
09:55,32,30,4,28,7,48,33,6
10:06,14,27,,,53,5,41,31
10:17,40,11,46,16,45,3,10,8
10:28,39,17,37,15,18,51,36,12
10:39,5,44,13,43,,,,
10:50,4,7,38,21,3,42,23,20
11:01,14,26,12,52,6,51,50,15
11:12,22,18,24,9,11,25,17,2
11:23,8,16,10,19,1,13,20,49

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,31,34,35,23,15,18,33,16
14:07,22,20,7,2,44,26,5,17
14:15,32,37,1,25,40,41,36,19
14:22,6,9,27,29,4,8,14,38
14:30,46,7,11,13,44,42,12,3
14:37,37,,18,43,40,35,17,51
14:45,6,28,10,32,39,36,22,24
14:52,9,49,30,2,21,48,1,27
15:00,33,11,41,34,45,5,23,8
15:07,16,28,10,42,26,13,3,46
15:15,52,49,4,31,1,53,50,29
15:22,39,37,38,47,15,8,20,48
15:30,51,21,12,16,6,30,22,2
15:37,14,35,50,45,44,25,41,46
15:45,24,48,34,15,17,53,43,47
15:52,40,52,11,9,19,7,5,21
16:00,51,27,23,42,45,36,38,28
16:07,33,18,49,31,26,3,32,39
16:15,30,53,14,47,19,13,50,4
16:22,43,52,12,10,29,25,20,24

