Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,25,26,
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,48,39,40,29,21,47,28,24
09:11,33,35,34,20,25,30,22,31
09:22,19,44,32,43,27,50,26,45
09:33,46,49,38,9,2,53,41,36
09:44,37,52,34,29,1,31,42,47
09:55,32,30,4,35,7,48,27,6
10:06,17,28,,,53,5,41,33
10:17,40,10,46,16,45,3,15,8
10:28,37,11,39,14,18,51,36,12
10:39,5,44,13,43,,,,
10:50,4,7,38,21,3,42,26,23
11:01,17,25,12,52,6,51,50,14
11:12,20,18,24,9,10,22,11,2
11:23,8,16,15,19,1,13,23,49

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,33,34,31,26,14,18,27,16
14:07,20,23,7,2,44,25,5,11
14:15,32,39,1,22,40,41,36,19
14:22,6,9,28,29,4,8,17,38
14:30,46,7,10,13,44,42,12,3
14:37,39,,18,43,40,31,11,51
14:45,6,35,15,32,37,36,20,24
14:52,9,49,30,2,21,48,1,28
15:00,27,10,41,34,45,5,26,8
15:07,16,35,15,42,25,13,3,46
15:15,52,49,4,33,1,53,50,29
15:22,37,39,38,47,14,8,23,48
15:30,51,21,12,16,6,30,20,2
15:37,17,31,50,45,44,22,41,46
15:45,24,48,34,14,11,53,43,47
15:52,40,52,10,9,19,7,5,21
16:00,51,28,26,42,45,36,38,35
16:07,27,18,49,33,25,3,32,37
16:15,30,53,17,47,19,13,50,4
16:22,43,52,12,15,29,22,23,24

