Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,,20,21,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,48,36,40,27,21,47,35,25
09:11,34,28,33,24,26,30,20,29
09:22,22,41,32,37,31,50,23,45
09:33,46,49,42,9,2,53,39,38
09:44,43,52,33,27,1,29,44,47
09:55,32,30,4,28,7,48,31,6
10:06,17,35,,,53,5,39,34
10:17,40,10,46,16,45,3,14,8
10:28,43,11,36,15,18,51,38,12
10:39,5,41,13,37,,,,
10:50,4,7,42,21,3,44,23,19
11:01,17,26,12,52,6,51,50,15
11:12,24,18,25,9,10,20,11,2
11:23,8,16,14,22,1,13,19,49

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,34,33,29,23,15,18,31,16
14:07,24,19,7,2,41,26,5,11
14:15,32,36,1,20,40,39,38,22
14:22,6,9,35,27,4,8,17,42
14:30,46,7,10,13,41,44,12,3
14:37,36,,18,37,40,29,11,51
14:45,6,28,14,32,43,38,24,25
14:52,9,49,30,2,21,48,1,35
15:00,31,10,39,33,45,5,23,8
15:07,16,28,14,44,26,13,3,46
15:15,52,49,4,34,1,53,50,27
15:22,43,36,42,47,15,8,19,48
15:30,51,21,12,16,6,30,24,2
15:37,17,29,50,45,41,20,39,46
15:45,25,48,33,15,11,53,37,47
15:52,40,52,10,9,22,7,5,21
16:00,51,35,23,44,45,38,42,28
16:07,31,18,49,34,26,3,32,43
16:15,30,53,17,47,22,13,50,4
16:22,37,52,12,14,27,20,19,25

