Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,29,32,27,28,22,33,35,40
09:11,38,41,42,26,30,43,25,31
09:22,37,34,45,23,47,21,19,24
09:33,33,1,27,48,39,35,29,49
09:44,30,4,28,46,44,32,45,8
09:55,34,53,9,40,3,2,36,31
10:06,46,10,50,6,16,52,7,49
10:17,43,5,11,17,,,44,48
10:28,14,36,51,12,47,38,41,53
10:39,50,13,18,42,,,39,37
10:50,17,7,20,10,15,6,,
11:01,22,19,51,24,52,21,14,12
11:12,1,23,26,11,4,9,5,25
11:23,3,20,13,15,18,16,8,2

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,29,10,11,23,18,16,39,2
14:07,14,34,9,32,36,6,44,8
14:15,50,19,26,46,53,20,45,4
14:22,33,49,24,28,15,38,7,25
14:30,34,1,43,48,3,42,14,31
14:37,46,4,27,10,50,17,41,12
14:45,38,21,51,37,40,32,7,47
14:52,22,26,13,6,16,28,19,8
15:00,3,23,45,29,39,52,35,24
15:07,1,5,9,11,30,21,25,20
15:15,51,41,27,42,44,33,31,47
15:22,32,36,48,,2,35,22,49
15:30,43,21,6,46,30,16,8,25
15:37,51,5,18,26,47,10,14,15
15:45,40,53,50,12,52,19,7,48
15:52,1,49,41,17,22,2,39,31
16:00,3,13,28,15,27,38,29,37
16:07,34,23,42,40,53,9,5,11
16:15,30,20,18,24,4,33,44,12
16:22,17,13,45,52,35,43,36,37

