Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,29,27,28,32,23,33,31,40
09:11,38,41,42,26,35,43,22,34
09:22,37,30,47,19,46,24,25,21
09:33,33,2,28,50,39,31,29,53
09:44,35,3,32,52,44,27,47,8
09:55,30,51,9,40,5,1,36,34
10:06,52,10,49,7,18,6,45,53
10:17,43,4,11,17,,,44,50
10:28,14,36,48,12,46,38,41,51
10:39,49,13,15,42,3,9,39,37
10:50,17,45,20,10,16,7,,
11:01,23,25,48,21,6,24,14,12
11:12,2,19,26,11,,,4,22
11:23,5,20,13,16,15,18,8,1

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,29,10,11,19,18,21,39,1
14:07,14,30,9,27,36,7,44,8
14:15,49,25,26,52,51,20,47,3
14:22,33,53,15,32,16,38,45,22
14:30,30,2,43,50,5,42,14,34
14:37,52,3,28,10,49,17,41,12
14:45,38,24,48,37,40,27,45,46
14:52,23,26,13,7,18,,25,8
15:00,5,19,47,29,39,6,31,21
15:07,2,4,9,11,35,24,22,20
15:15,48,41,28,42,44,33,34,46
15:22,27,36,32,50,1,31,23,53
15:30,43,24,7,52,35,18,8,22
15:37,48,4,15,26,46,10,14,16
15:45,40,51,49,12,6,25,45,50
15:52,2,53,41,17,23,1,39,34
16:00,5,13,32,16,28,38,29,37
16:07,30,19,42,40,51,9,4,11
16:15,35,20,15,21,3,33,44,12
16:22,17,13,47,6,31,43,36,37

