Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,29,27,32,28,23,33,31,39
09:11,43,38,36,26,35,41,22,34
09:22,42,30,47,19,49,24,25,21
09:33,33,1,32,50,44,31,29,53
09:44,35,2,28,52,37,27,47,8
09:55,30,51,3,39,4,5,40,34
10:06,52,10,46,7,18,9,45,53
10:17,41,6,11,17,,,37,50
10:28,14,40,48,12,49,43,38,51
10:39,46,13,15,36,2,3,44,42
10:50,17,45,20,10,16,7,,
11:01,23,25,48,21,9,24,14,12
11:12,1,19,26,11,,,6,22
11:23,4,20,13,16,15,18,8,5

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,29,10,11,19,18,21,44,5
14:07,14,30,3,27,40,7,37,8
14:15,46,25,26,52,51,20,47,2
14:22,33,53,15,28,16,43,45,22
14:30,30,1,41,50,4,36,14,34
14:37,52,2,32,10,46,17,38,12
14:45,43,24,48,42,39,27,45,49
14:52,23,26,13,7,18,,25,8
15:00,4,19,47,29,44,9,31,21
15:07,1,6,3,11,35,24,22,20
15:15,48,38,32,36,37,33,34,49
15:22,27,40,28,50,5,31,23,53
15:30,41,24,7,52,35,18,8,22
15:37,48,6,15,26,49,10,14,16
15:45,39,51,46,12,9,25,45,50
15:52,1,53,38,17,23,5,44,34
16:00,4,13,28,16,32,43,29,42
16:07,30,19,36,39,51,3,6,11
16:15,35,20,15,21,2,33,37,12
16:22,17,13,47,9,31,41,40,42

