Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,25,26,27
10:30,28,29,30,31,32,33,,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,48,41,31,29,27,46,28,19
09:11,34,38,32,22,20,39,23,30
09:22,25,1,35,43,33,49,21,50
09:33,47,52,36,7,8,53,37,5
09:44,40,45,32,29,3,30,44,46
09:55,35,39,2,38,9,48,33,4
10:06,14,28,47,11,50,6,37,34
10:17,31,13,,,53,42,18,16
10:28,40,17,41,10,,,15,51
10:39,,,26,43,1,42,5,12
10:50,2,9,36,27,6,44,21,24
11:01,14,20,12,45,4,51,49,10
11:12,22,15,19,7,13,23,17,8
11:23,16,11,18,25,3,26,24,52

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,34,32,15,10,21,30,33,11
14:07,22,24,9,8,20,1,17,42
14:15,35,41,3,23,31,37,5,27
14:22,4,7,28,29,2,16,14,36
14:30,47,9,13,26,1,44,12,6
14:37,25,38,15,43,31,30,17,51
14:45,41,4,18,35,40,5,22,19
14:52,7,52,39,8,27,48,3,51
15:00,33,13,37,,50,42,21,16
15:07,11,38,18,44,20,26,6,47
15:15,45,52,2,34,3,53,49,29
15:22,40,41,36,46,10,16,24,48
15:30,32,28,12,11,4,39,22,8
15:37,14,30,49,50,1,23,37,47
15:45,19,48,32,10,17,53,43,46
15:52,31,45,13,7,25,9,42,27
16:00,51,28,21,44,50,5,36,38
16:07,33,15,52,34,6,20,35,40
16:15,39,53,14,46,25,26,49,2
16:22,43,45,12,18,29,23,24,19

