Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,25,26,27
10:30,28,29,30,31,32,33,34,35,
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,53,39,30,35,20,52,28,25
09:11,29,43,33,23,26,40,21,34
09:22,22,3,31,38,32,51,19,49
09:33,46,50,44,1,2,45,41,4
09:44,36,48,33,35,7,34,37,52
09:55,31,40,9,43,6,53,32,5
10:06,11,28,46,12,49,8,41,29
10:17,30,15,,,45,42,14,10
10:28,36,18,39,16,,,13,47
10:39,,,24,38,3,42,4,17
10:50,9,6,44,20,8,37,19,27
11:01,11,26,17,48,5,47,51,16
11:12,23,13,25,1,15,21,18,2
11:23,10,12,14,22,7,24,27,50

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,29,33,13,16,19,34,32,12
14:07,23,27,6,2,26,3,18,42
14:15,31,39,7,21,30,41,4,20
14:22,5,1,28,35,9,10,11,44
14:30,46,6,15,24,3,37,17,8
14:37,22,43,13,38,30,34,18,47
14:45,39,5,14,31,36,4,23,25
14:52,1,50,40,2,20,53,7,47
15:00,32,15,41,33,49,42,19,10
15:07,12,43,14,37,26,24,8,46
15:15,48,50,9,29,7,45,51,35
15:22,36,39,44,52,16,10,27,53
15:30,28,,17,12,5,40,23,2
15:37,11,34,51,49,3,21,41,46
15:45,25,53,33,16,18,45,38,52
15:52,30,48,15,1,22,6,42,20
16:00,47,28,19,37,49,4,44,43
16:07,32,13,50,29,8,26,31,36
16:15,40,45,11,52,22,24,51,9
16:22,38,48,17,14,35,21,27,25

