Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,25,26,27
10:30,28,,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,45,39,30,34,27,46,35,21
09:11,28,42,32,22,23,40,19,29
09:22,25,1,31,43,33,47,20,49
09:33,52,48,44,7,3,53,37,4
09:44,36,50,32,34,8,29,41,46
09:55,31,40,9,42,5,45,33,2
10:06,14,35,52,15,49,6,37,28
10:17,30,16,,,53,38,17,10
10:28,36,12,39,11,,,18,51
10:39,,,26,43,1,38,4,13
10:50,9,5,44,27,6,41,20,24
11:01,14,23,13,50,2,51,47,11
11:12,22,18,21,7,16,19,12,3
11:23,10,15,17,25,8,26,24,48

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,28,32,18,11,20,29,33,15
14:07,22,24,5,3,23,1,12,38
14:15,31,39,8,19,30,37,4,27
14:22,2,7,35,34,9,10,14,44
14:30,52,5,16,26,1,41,13,6
14:37,25,42,18,43,30,29,12,51
14:45,39,2,17,31,36,4,22,21
14:52,7,48,40,3,27,45,8,51
15:00,33,16,37,32,49,38,20,10
15:07,15,42,17,41,23,26,6,52
15:15,50,48,9,28,8,53,47,34
15:22,36,39,44,46,11,10,24,45
15:30,35,,13,15,2,40,22,3
15:37,14,29,47,49,1,19,37,52
15:45,21,45,32,11,12,53,43,46
15:52,30,50,16,7,25,5,38,27
16:00,51,35,20,41,49,4,44,42
16:07,33,18,48,28,6,23,31,36
16:15,40,53,14,46,25,26,47,9
16:22,43,50,13,17,34,19,24,21

