Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,25,26,27
10:30,28,29,,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,53,43,30,33,25,51,34,23
09:11,28,37,32,24,20,41,22,29
09:22,21,8,31,44,35,46,26,52
09:33,49,50,38,7,3,47,40,5
09:44,42,48,32,33,1,29,36,51
09:55,31,41,4,37,9,53,35,6
10:06,14,34,49,13,52,2,40,28
10:17,30,17,,,47,39,11,18
10:28,42,10,43,15,,,12,45
10:39,,,19,44,8,39,5,16
10:50,4,9,38,25,2,36,26,27
11:01,14,20,16,48,6,45,46,15
11:12,24,12,23,7,17,22,10,3
11:23,18,13,11,21,1,19,27,50

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,28,32,12,15,26,29,35,13
14:07,24,27,9,3,20,8,10,39
14:15,31,43,1,22,30,40,5,25
14:22,6,7,34,33,4,18,14,38
14:30,49,9,17,19,8,36,16,2
14:37,21,37,12,44,30,29,10,45
14:45,43,6,11,31,42,5,24,23
14:52,7,50,41,3,25,53,1,45
15:00,35,17,40,32,52,39,26,18
15:07,13,37,11,36,20,19,2,49
15:15,48,50,4,28,1,47,46,33
15:22,42,43,38,51,15,18,27,53
15:30,34,,16,13,6,41,24,3
15:37,14,29,46,52,8,22,40,49
15:45,23,53,32,15,10,47,44,51
15:52,30,48,17,7,21,9,39,25
16:00,45,34,26,36,52,5,38,37
16:07,35,12,50,28,2,20,31,42
16:15,41,47,14,51,21,19,46,4
16:22,44,48,16,11,33,22,27,23

