Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,25,26,27
10:30,28,29,30,31,32,,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,45,39,33,34,27,51,29,23
09:11,35,42,28,22,20,40,19,31
09:22,25,1,30,44,32,48,21,53
09:33,49,50,43,7,3,47,37,5
09:44,36,46,28,34,8,31,41,51
09:55,30,40,4,42,9,45,32,6
10:06,18,29,49,15,53,2,37,35
10:17,33,17,,,47,38,11,16
10:28,36,14,39,13,,,12,52
10:39,,,26,44,1,38,5,10
10:50,4,9,43,27,2,41,21,24
11:01,18,20,10,46,6,52,48,13
11:12,22,12,23,7,17,19,14,3
11:23,16,15,11,25,8,26,24,50

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,35,28,12,13,21,31,32,15
14:07,22,24,9,3,20,1,14,38
14:15,30,39,8,19,33,37,5,27
14:22,6,7,29,34,4,16,18,43
14:30,49,9,17,26,1,41,10,2
14:37,25,42,12,44,33,31,14,52
14:45,39,6,11,30,36,5,22,23
14:52,7,50,40,3,27,45,8,52
15:00,32,17,37,28,53,38,21,16
15:07,15,42,11,41,20,26,2,49
15:15,46,50,4,35,8,47,48,34
15:22,36,39,43,51,13,16,24,45
15:30,29,,10,15,6,40,22,3
15:37,18,31,48,53,1,19,37,49
15:45,23,45,28,13,14,47,44,51
15:52,33,46,17,7,25,9,38,27
16:00,52,29,21,41,53,5,43,42
16:07,32,12,50,35,2,20,30,36
16:15,40,47,18,51,25,26,48,4
16:22,44,46,10,11,34,19,24,23

