Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,25,26,27
10:30,,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,45,43,33,34,19,51,28,24
09:11,35,44,32,26,22,38,20,30
09:22,23,7,29,39,31,48,21,53
09:33,49,50,41,4,1,47,36,9
09:44,42,46,32,34,2,30,37,51
09:55,29,38,8,44,5,45,31,3
10:06,14,28,49,13,53,6,36,35
10:17,33,12,,,47,40,15,18
10:28,42,10,43,17,,,16,52
10:39,,,25,39,7,40,9,11
10:50,8,5,41,19,6,37,21,27
11:01,14,22,11,46,3,52,48,17
11:12,26,16,24,4,12,20,10,1
11:23,18,13,15,23,2,25,27,50

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,35,32,16,17,21,30,31,13
14:07,26,27,5,1,22,7,10,40
14:15,29,43,2,20,33,36,9,19
14:22,3,4,28,34,8,18,14,41
14:30,49,5,12,25,7,37,11,6
14:37,23,44,16,39,33,30,10,52
14:45,43,3,15,29,42,9,26,24
14:52,4,50,38,1,19,45,2,52
15:00,31,12,36,32,53,40,21,18
15:07,13,44,15,37,22,25,6,49
15:15,46,50,8,35,2,47,48,34
15:22,42,43,41,51,17,18,27,45
15:30,28,,11,13,3,38,26,1
15:37,14,30,48,53,7,20,36,49
15:45,24,45,32,17,10,47,39,51
15:52,33,46,12,4,23,5,40,19
16:00,52,28,21,37,53,9,41,44
16:07,31,16,50,35,6,22,29,42
16:15,38,47,14,51,23,25,48,8
16:22,39,46,11,15,34,20,27,24

