Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,23,35,31,19,41,28,24,32
09:11,29,43,25,37,42,34,36,39
09:22,33,38,53,20,44,52,40,26
09:33,,,21,51,46,48,47,22
09:44,45,35,28,50,33,49,32,31
09:55,8,27,29,5,2,30,1,6
10:06,3,36,42,7,4,9,37,30
10:17,15,39,34,40,44,13,43,27
10:28,16,38,12,41,14,17,18,11
10:39,,,53,10,,,47,52
10:50,20,5,49,48,51,45,46,21
11:01,19,26,8,24,50,6,1,25
11:12,23,12,18,4,2,11,9,16
11:23,22,7,15,10,17,3,14,13

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,53,46,38,35,19,48,50,49
14:07,15,6,3,14,51,47,52,2
14:15,40,8,12,31,41,11,9,37
14:22,1,42,18,16,7,10,45,28
14:30,43,36,32,13,5,20,23,24
14:37,21,22,39,30,29,4,17,44
14:45,20,33,27,25,34,38,19,26
14:52,15,8,2,30,31,49,48,21
15:00,1,9,6,35,50,28,22,10
15:07,24,53,40,5,37,43,36,42
15:15,52,16,23,13,18,41,14,3
15:22,29,46,33,34,32,51,47,4
15:30,7,11,12,27,45,26,25,44
15:37,34,30,39,20,17,22,21,
15:45,27,33,15,43,10,25,31,38
15:52,42,2,3,19,41,36,5,49
16:00,24,8,6,1,37,28,32,29
16:07,13,9,18,35,26,50,47,40
16:15,48,11,12,16,39,4,17,23
16:22,7,45,52,44,53,46,14,51

