Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,53,41,40,33,23,50,32,22
09:11,34,28,27,20,21,30,26,35
09:22,25,44,36,29,31,48,24,51
09:33,52,49,43,9,2,45,39,38
09:44,37,46,27,33,,,42,50
09:55,29,30,4,28,7,53,31,6
10:06,17,32,35,1,45,5,39,34
10:17,40,18,52,10,51,3,16,8
10:28,37,12,41,15,14,47,38,11
10:39,5,44,,,13,36,,
10:50,4,7,43,23,3,42,24,19
11:01,17,21,11,46,6,47,48,15
11:12,20,14,22,9,18,26,12,2
11:23,8,10,16,25,1,13,19,49

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,34,27,35,24,15,14,31,10
14:07,20,19,7,2,44,21,5,12
14:15,29,41,1,26,40,39,38,25
14:22,6,9,32,33,4,8,17,43
14:30,52,7,18,13,44,42,11,3
14:37,25,14,36,15,40,35,12,47
14:45,6,28,16,29,37,38,20,22
14:52,9,49,30,2,23,53,1,32
15:00,31,18,39,27,51,5,24,8
15:07,10,28,16,42,21,13,52,3
15:15,46,49,4,34,1,45,48,33
15:22,37,41,43,50,15,8,19,53
15:30,47,23,11,10,6,30,20,2
15:37,17,35,48,51,44,26,39,52
15:45,22,53,27,,12,45,36,50
15:52,40,46,18,9,41,7,5,23
16:00,47,32,24,42,51,38,43,28
16:07,31,14,49,34,21,3,29,37
16:15,30,45,17,50,25,13,48,4
16:22,36,46,11,16,33,26,19,22

