Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,,19,20,21,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,48,39,40,33,21,47,32,22
09:11,34,28,27,19,26,30,23,35
09:22,24,44,43,29,31,50,25,45
09:33,46,49,37,4,7,53,41,38
09:44,36,52,27,33,,,42,47
09:55,29,30,1,28,8,48,31,5
10:06,11,32,35,6,53,9,41,34
10:17,40,18,46,10,45,3,17,2
10:28,36,16,39,12,14,51,38,15
10:39,9,44,,,13,43,,
10:50,1,8,37,21,3,42,25,20
11:01,11,26,15,52,5,51,50,12
11:12,19,14,22,4,18,23,16,7
11:23,2,10,17,24,6,13,20,49

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,34,27,35,25,12,14,31,10
14:07,19,20,8,7,44,26,9,16
14:15,29,39,6,23,40,41,38,24
14:22,5,4,32,33,1,2,11,37
14:30,46,8,18,13,44,42,15,3
14:37,24,14,43,12,40,35,16,51
14:45,5,28,17,29,36,38,19,22
14:52,4,49,30,7,21,48,6,32
15:00,31,18,41,27,45,9,25,2
15:07,10,28,17,42,26,13,46,3
15:15,52,49,1,34,6,53,50,33
15:22,36,39,37,47,12,2,20,48
15:30,51,21,15,10,5,30,19,7
15:37,11,35,50,45,44,23,41,46
15:45,22,48,27,,16,53,43,47
15:52,40,52,18,4,39,8,9,21
16:00,51,32,25,42,45,38,37,28
16:07,31,14,49,34,26,3,29,36
16:15,30,53,11,47,24,13,50,1
16:22,43,52,15,17,33,23,20,22

