Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,48,39,40,33,25,47,32,22
09:11,34,28,27,20,19,30,23,35
09:22,24,44,43,29,31,50,26,45
09:33,46,49,38,9,2,53,41,36
09:44,37,52,27,33,,,42,47
09:55,29,30,4,28,7,48,31,6
10:06,11,32,35,1,53,5,41,34
10:17,40,18,46,10,45,3,15,8
10:28,37,16,39,12,14,51,36,17
10:39,5,44,,,13,43,,
10:50,4,7,38,25,3,42,26,21
11:01,11,19,17,52,6,51,50,12
11:12,20,14,22,9,18,23,16,2
11:23,8,10,15,24,1,13,21,49

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,34,27,35,26,12,14,31,10
14:07,20,21,7,2,44,19,5,16
14:15,29,39,1,23,40,41,36,24
14:22,6,9,32,33,4,8,11,38
14:30,46,7,18,13,44,42,17,3
14:37,24,14,43,12,40,35,16,51
14:45,6,28,15,29,37,36,20,22
14:52,9,49,30,2,25,48,1,32
15:00,31,18,41,27,45,5,26,8
15:07,10,28,15,42,19,13,46,3
15:15,52,49,4,34,1,53,50,33
15:22,37,39,38,47,12,8,21,48
15:30,51,25,17,10,6,30,20,2
15:37,11,35,50,45,44,23,41,46
15:45,22,48,27,,16,53,43,47
15:52,40,52,18,9,39,7,5,25
16:00,51,32,26,42,45,36,38,28
16:07,31,14,49,34,19,3,29,37
16:15,30,53,11,47,24,13,50,4
16:22,43,52,17,15,33,23,21,22

