Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,,19,20,21,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,34,33,32,27,25,31,41,48
09:11,43,52,37,19,42,40,24,36
09:22,53,30,29,26,51,23,21,22
09:33,31,1,32,50,38,41,34,6
09:44,42,35,27,28,39,33,29,8
09:55,30,45,9,48,2,4,44,36
10:06,28,11,46,3,18,47,49,35
10:17,40,5,10,14,,,39,50
10:28,16,44,7,17,51,43,52,45
10:39,46,13,15,37,,,38,53
10:50,14,49,20,11,12,3,,
11:01,25,21,7,22,47,23,16,17
11:12,1,26,19,10,15,18,5,24
11:23,2,20,13,12,6,9,8,4

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,34,11,10,26,15,18,38,4
14:07,16,30,9,33,44,3,39,8
14:15,46,21,19,28,45,20,29,6
14:22,31,26,15,27,12,43,49,24
14:30,30,1,40,50,2,37,16,36
14:37,28,6,32,11,46,14,52,17
14:45,43,23,7,53,48,33,49,51
14:52,25,19,13,3,18,27,21,8
15:00,2,50,29,34,38,47,41,22
15:07,1,5,9,10,42,23,24,20
15:15,7,52,32,37,39,31,36,51
15:22,33,44,15,,4,41,49,35
15:30,25,26,3,28,42,18,8,24
15:37,7,5,40,22,51,11,16,12
15:45,48,45,46,17,47,21,22,50
15:52,1,35,52,14,25,4,38,36
16:00,2,13,27,12,32,43,34,53
16:07,30,35,37,48,45,9,5,10
16:15,42,20,23,19,6,31,39,17
16:22,14,13,29,47,41,40,44,53

