Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,,19,20,21,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,28,29,30,35,25,32,41,48
09:11,43,52,37,19,42,40,24,36
09:22,53,31,27,26,51,23,21,22
09:33,32,4,30,50,38,41,28,2
09:44,42,33,35,34,39,29,27,7
09:55,31,45,1,48,3,8,44,36
10:06,34,11,46,6,18,47,49,33
10:17,40,9,10,14,,,39,50
10:28,16,44,5,17,51,43,52,45
10:39,46,13,15,37,,,38,53
10:50,14,49,20,11,12,6,,
11:01,25,21,5,22,47,23,16,17
11:12,4,26,19,10,15,18,9,24
11:23,3,20,13,12,2,1,7,8

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,28,11,10,26,15,18,38,8
14:07,16,31,1,29,44,6,39,7
14:15,46,21,19,34,45,20,27,2
14:22,32,26,15,35,12,43,49,24
14:30,31,4,40,50,3,37,16,36
14:37,34,2,30,11,46,14,52,17
14:45,43,23,5,53,48,29,49,51
14:52,25,19,13,6,18,35,21,7
15:00,3,50,27,28,38,47,41,22
15:07,4,9,1,10,42,23,24,20
15:15,5,52,30,37,39,32,36,51
15:22,29,44,15,,8,41,49,33
15:30,25,26,6,34,42,18,7,24
15:37,5,9,40,22,51,11,16,12
15:45,48,45,46,17,47,21,22,50
15:52,4,33,52,14,25,8,38,36
16:00,3,13,35,12,30,43,28,53
16:07,31,33,37,48,45,1,9,10
16:15,42,20,23,19,2,32,39,17
16:22,14,13,27,47,41,40,44,53

