Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,31,27,33,35,25,30,39,48
09:11,43,52,37,20,42,40,24,36
09:22,53,32,29,26,51,23,22,19
09:33,30,4,33,50,38,39,31,2
09:44,42,28,35,34,41,27,29,7
09:55,32,45,1,48,3,8,44,36
10:06,34,11,46,6,18,47,49,28
10:17,40,9,10,14,,,41,50
10:28,16,44,5,17,51,43,52,45
10:39,46,13,15,37,,,38,53
10:50,14,49,21,11,12,6,,
11:01,25,22,5,19,47,23,16,17
11:12,4,26,20,10,15,18,9,24
11:23,3,21,13,12,2,1,7,8

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,31,11,10,26,15,18,38,8
14:07,16,32,1,27,44,6,41,7
14:15,46,22,20,34,45,21,29,2
14:22,30,26,15,35,12,43,49,24
14:30,32,4,40,50,3,37,16,36
14:37,34,2,33,11,46,14,52,17
14:45,43,23,5,53,48,27,49,51
14:52,25,20,13,6,18,35,22,7
15:00,3,50,29,31,38,47,39,19
15:07,4,9,1,10,42,23,24,21
15:15,5,52,33,37,41,30,36,51
15:22,27,44,15,,8,39,49,28
15:30,25,26,6,34,42,18,7,24
15:37,5,9,40,19,51,11,16,12
15:45,48,45,46,17,47,22,19,50
15:52,4,28,52,14,25,8,38,36
16:00,3,13,35,12,33,43,31,53
16:07,32,28,37,48,45,1,9,10
16:15,42,21,23,20,2,30,41,17
16:22,14,13,29,47,39,40,44,53

