Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,53,41,39,27,22,45,32,23
09:11,31,28,34,19,21,35,30,25
09:22,20,40,36,29,33,51,26,49
09:33,46,48,43,9,8,47,44,38
09:44,37,52,34,27,,,42,45
09:55,33,29,4,28,7,53,35,6
10:06,11,32,30,1,47,5,44,31
10:17,39,17,46,12,49,3,15,2
10:28,37,18,41,16,10,50,38,14
10:39,5,40,,,13,36,,
10:50,4,7,43,22,3,42,26,24
11:01,11,21,14,52,6,50,51,16
11:12,19,10,9,23,17,25,18,8
11:23,2,12,20,15,1,13,24,48

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,31,34,30,26,16,10,33,12
14:07,19,24,7,8,40,21,5,18
14:15,29,41,1,25,39,44,38,20
14:22,6,9,32,27,4,2,11,43
14:30,46,7,17,13,40,42,14,3
14:37,20,10,36,16,39,30,18,50
14:45,6,28,15,29,37,38,19,23
14:52,9,48,35,8,22,53,1,32
15:00,33,17,44,34,49,5,26,2
15:07,12,28,15,42,21,13,46,3
15:15,52,48,4,31,1,47,51,27
15:22,37,41,43,45,16,2,24,53
15:30,50,22,14,12,6,35,19,8
15:37,11,30,51,49,40,25,44,46
15:45,23,53,34,,18,47,36,45
15:52,39,52,17,9,41,7,5,22
16:00,50,32,26,42,49,38,43,28
16:07,33,10,48,31,21,3,29,37
16:15,35,47,11,45,20,13,51,4
16:22,36,52,14,15,27,25,24,23

