Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,47,39,32,30,21,51,27,26
09:11,28,33,34,19,23,36,22,29
09:22,25,43,35,40,31,52,24,46
09:33,48,49,38,2,1,45,41,5
09:44,42,53,34,30,3,29,44,51
09:55,35,36,6,33,9,47,31,8
10:06,16,27,48,12,45,37,41,28
10:17,32,18,,,46,4,13,7
10:28,42,11,39,14,,,10,50
10:39,37,43,15,40,,,5,17
10:50,6,9,38,21,4,44,24,20
11:01,16,23,17,53,8,50,52,14
11:12,19,10,26,2,18,22,11,1
11:23,7,12,13,25,3,15,20,49

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,28,34,10,14,24,29,31,12
14:07,19,20,9,1,43,23,37,11
14:15,35,39,3,22,32,41,5,21
14:22,8,2,27,30,6,7,16,38
14:30,48,9,18,15,43,44,17,4
14:37,25,33,10,40,32,29,11,50
14:45,39,8,13,35,42,5,19,26
14:52,2,49,36,1,21,47,3,50
15:00,31,18,41,34,46,37,24,7
15:07,12,33,13,44,23,15,4,48
15:15,53,49,6,28,3,45,52,30
15:22,42,39,38,51,14,7,20,47
15:30,27,,17,12,8,36,19,1
15:37,16,29,52,46,43,22,41,48
15:45,26,47,34,14,11,45,40,51
15:52,32,53,18,2,25,9,37,21
16:00,50,27,24,44,46,5,38,33
16:07,31,10,49,28,4,23,35,42
16:15,36,45,16,51,25,15,52,6
16:22,40,53,17,13,30,22,20,26

