Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,25,26,
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,51,42,32,33,26,52,31,19
09:11,28,30,34,23,20,40,25,29
09:22,22,43,35,44,27,53,24,48
09:33,46,50,39,6,3,45,37,41
09:44,38,47,34,33,7,29,36,52
09:55,35,40,4,30,2,51,27,8
10:06,13,31,46,16,45,5,37,28
10:17,32,18,,,48,9,15,1
10:28,38,11,42,14,,,12,49
10:39,,,10,44,43,5,41,17
10:50,4,2,39,26,9,36,24,21
11:01,13,20,17,47,8,49,53,14
11:12,23,12,19,6,18,25,11,3
11:23,1,16,15,22,7,10,21,50

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,28,34,12,14,24,29,27,16
14:07,23,21,2,3,43,20,5,11
14:15,35,42,7,25,32,37,41,26
14:22,8,6,31,33,4,1,13,39
14:30,46,2,18,10,43,36,17,9
14:37,22,30,12,44,32,29,11,49
14:45,42,8,15,35,38,41,23,19
14:52,6,50,40,3,26,51,7,49
15:00,27,18,37,34,48,5,24,1
15:07,16,30,15,36,20,10,9,46
15:15,47,50,4,28,7,45,53,33
15:22,38,42,39,52,14,1,21,51
15:30,31,,17,16,8,40,23,3
15:37,13,29,53,48,43,25,37,46
15:45,19,51,34,14,11,45,44,52
15:52,32,47,18,6,22,2,5,26
16:00,49,31,24,36,48,41,39,30
16:07,27,12,50,28,9,20,35,38
16:15,40,45,13,52,22,10,53,4
16:22,44,47,17,15,33,25,21,19

