Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,25,,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,27,32,35,30,24,29,34,52
09:11,42,51,37,22,33,40,20,38
09:22,43,28,50,26,48,25,19,21
09:33,29,1,35,45,41,34,27,31
09:44,33,6,30,53,36,32,50,8
09:55,28,44,9,52,2,4,39,38
10:06,53,10,46,7,17,47,49,31
10:17,40,5,18,16,,,36,45
10:28,14,39,3,11,48,42,51,44
10:39,46,13,15,37,,,41,43
10:50,16,49,23,10,12,7,,
11:01,24,19,3,21,47,25,14,11
11:12,1,26,22,18,15,17,5,20
11:23,2,23,13,12,6,9,8,4

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,27,10,18,26,49,17,41,4
14:07,14,28,9,32,39,7,36,8
14:15,46,19,22,53,44,23,50,6
14:22,29,31,15,30,12,42,49,20
14:30,28,1,40,45,2,37,14,38
14:37,53,6,35,10,46,16,51,11
14:45,42,25,3,43,52,32,49,48
14:52,24,22,13,7,17,30,19,8
15:00,40,26,50,27,41,47,34,21
15:07,1,5,9,18,33,25,20,23
15:15,3,51,35,37,36,29,38,48
15:22,32,39,2,45,4,34,24,31
15:30,21,,7,53,33,17,8,20
15:37,3,5,15,22,48,10,14,12
15:45,52,44,46,11,47,19,25,45
15:52,1,31,51,16,24,4,41,38
16:00,2,13,30,12,35,42,27,43
16:07,28,26,37,52,44,9,5,18
16:15,33,23,15,21,6,29,36,11
16:22,16,13,50,47,34,40,39,43

