Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,,19,20,21,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,51,36,39,32,19,47,33,21
09:11,35,34,28,25,23,30,24,29
09:22,26,43,27,37,31,46,20,52
09:33,45,50,42,2,9,53,40,41
09:44,38,49,28,32,5,29,44,47
09:55,27,30,3,34,6,51,31,8
10:06,12,33,45,16,53,4,40,35
10:17,39,10,,,52,1,15,7
10:28,38,17,36,14,,,41,11
10:39,4,43,13,37,,,18,48
10:50,3,6,42,19,1,44,20,22
11:01,12,23,11,49,8,48,46,14
11:12,25,18,21,2,10,24,17,9
11:23,7,16,15,26,5,13,22,50

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,35,28,18,14,20,29,31,16
14:07,25,22,6,9,43,23,4,17
14:15,27,36,5,24,39,40,41,19
14:22,8,2,33,32,3,7,12,42
14:30,45,6,10,13,43,44,11,1
14:37,26,34,18,37,39,29,17,48
14:45,36,8,15,27,38,41,25,21
14:52,2,50,30,9,19,51,5,33
15:00,31,10,40,28,52,4,20,7
15:07,16,34,15,44,23,13,1,45
15:15,49,50,3,35,5,53,46,32
15:22,38,36,42,47,14,7,22,51
15:30,48,,11,16,8,30,25,9
15:37,12,29,46,52,43,24,40,45
15:45,21,51,28,14,17,53,37,47
15:52,39,49,10,2,26,6,4,19
16:00,48,33,20,44,52,41,42,34
16:07,31,18,50,35,1,23,27,38
16:15,30,53,12,47,26,13,46,3
16:22,37,49,11,15,32,24,22,21

