Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,,20,21,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,51,36,39,33,25,47,27,26
09:11,32,28,34,19,20,30,21,29
09:22,23,43,35,37,31,46,24,52
09:33,45,49,42,6,7,53,40,41
09:44,38,50,34,33,3,29,44,47
09:55,35,30,4,28,2,51,31,8
10:06,16,27,45,12,53,5,40,32
10:17,39,18,,,52,9,13,1
10:28,38,11,36,14,,,41,17
10:39,5,43,15,37,,,10,48
10:50,4,2,42,25,9,44,24,22
11:01,16,20,17,50,8,48,46,14
11:12,19,10,26,6,18,21,11,7
11:23,1,12,13,23,3,15,22,49

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,32,34,10,14,24,29,31,12
14:07,19,22,2,7,43,20,5,11
14:15,35,36,3,21,39,40,41,25
14:22,8,6,27,33,4,1,16,42
14:30,45,2,18,15,43,44,17,9
14:37,23,28,10,37,39,29,11,48
14:45,36,8,13,35,38,41,19,26
14:52,6,49,30,7,25,51,3,27
15:00,31,18,40,34,52,5,24,1
15:07,12,28,13,44,20,15,9,45
15:15,50,49,4,32,3,53,46,33
15:22,38,36,42,47,14,1,22,51
15:30,48,,17,12,8,30,19,7
15:37,16,29,46,52,43,21,40,45
15:45,26,51,34,14,11,53,37,47
15:52,39,50,18,6,23,2,5,25
16:00,48,27,24,44,52,41,42,28
16:07,31,10,49,32,9,20,35,38
16:15,30,53,16,47,23,15,46,4
16:22,37,50,17,13,33,21,22,26

