Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,51,36,39,33,25,47,27,21
09:11,32,28,35,19,23,30,24,29
09:22,20,43,34,37,31,46,26,52
09:33,45,49,42,6,7,53,40,41
09:44,38,50,35,33,3,29,44,47
09:55,34,30,4,28,2,51,31,8
10:06,16,27,45,12,53,5,40,32
10:17,39,10,,,52,9,13,1
10:28,38,11,36,14,,,41,17
10:39,5,43,15,37,,,18,48
10:50,4,2,42,25,9,44,26,22
11:01,16,23,17,50,8,48,46,14
11:12,19,18,21,6,10,24,11,7
11:23,1,12,13,20,3,15,22,49

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,32,35,18,14,26,29,31,12
14:07,19,22,2,7,43,23,5,11
14:15,34,36,3,24,39,40,41,25
14:22,8,6,27,33,4,1,16,42
14:30,45,2,10,15,43,44,17,9
14:37,20,28,18,37,39,29,11,48
14:45,36,8,13,34,38,41,19,21
14:52,6,49,30,7,25,51,3,27
15:00,31,10,40,35,52,5,26,1
15:07,12,28,13,44,23,15,9,45
15:15,50,49,4,32,3,53,46,33
15:22,38,36,42,47,14,1,22,51
15:30,48,,17,12,8,30,19,7
15:37,16,29,46,52,43,24,40,45
15:45,21,51,35,14,11,53,37,47
15:52,39,50,10,6,20,2,5,25
16:00,48,27,26,44,52,41,42,28
16:07,31,18,49,32,9,23,34,38
16:15,30,53,16,47,20,15,46,4
16:22,37,50,17,13,33,24,22,21

