Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,51,36,39,29,20,47,30,19
09:11,35,34,28,25,23,32,24,33
09:22,26,43,27,37,31,46,21,52
09:33,45,50,42,4,3,53,40,41
09:44,38,49,28,29,7,33,44,47
09:55,27,32,6,34,8,51,31,2
10:06,12,30,45,16,53,5,40,35
10:17,39,10,,,52,1,15,9
10:28,38,11,36,14,,,41,17
10:39,5,43,13,37,,,18,48
10:50,6,8,42,20,1,44,21,22
11:01,12,23,17,49,2,48,46,14
11:12,25,18,19,4,10,24,11,3
11:23,9,16,15,26,7,13,22,50

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,35,28,18,14,21,33,31,16
14:07,25,22,8,3,43,23,5,11
14:15,27,36,7,24,39,40,41,20
14:22,2,4,30,29,6,9,12,42
14:30,45,8,10,13,43,44,17,1
14:37,26,34,18,37,39,33,11,48
14:45,36,2,15,27,38,41,25,19
14:52,4,50,32,3,20,51,7,30
15:00,31,10,40,28,52,5,21,9
15:07,16,34,15,44,23,13,1,45
15:15,49,50,6,35,7,53,46,29
15:22,38,36,42,47,14,9,22,51
15:30,48,,17,16,2,32,25,3
15:37,12,33,46,52,43,24,40,45
15:45,19,51,28,14,11,53,37,47
15:52,39,49,10,4,26,8,5,20
16:00,48,30,21,44,52,41,42,34
16:07,31,18,50,35,1,23,27,38
16:15,32,53,12,47,26,13,46,6
16:22,37,49,17,15,29,24,22,19

