Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,51,36,39,33,20,47,32,23
09:11,27,28,34,26,19,30,24,29
09:22,25,43,35,37,31,46,21,52
09:33,45,49,42,4,3,53,40,41
09:44,38,48,34,33,7,29,44,47
09:55,35,30,6,28,8,51,31,2
10:06,12,32,45,16,53,5,40,27
10:17,39,11,,,52,1,15,9
10:28,38,17,36,18,,,41,14
10:39,5,43,13,37,,,10,50
10:50,6,8,42,20,1,44,21,22
11:01,12,19,14,48,2,50,46,18
11:12,26,10,23,4,11,24,17,3
11:23,9,16,15,25,7,13,22,49

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,27,34,10,18,21,29,31,16
14:07,26,22,8,3,43,19,5,17
14:15,35,36,7,24,39,40,41,20
14:22,2,4,32,33,6,9,12,42
14:30,45,8,11,13,43,44,14,1
14:37,25,28,10,37,39,29,17,50
14:45,36,2,15,35,38,41,26,23
14:52,4,49,30,3,20,51,7,32
15:00,31,11,40,34,52,5,21,9
15:07,16,28,15,44,19,13,1,45
15:15,48,49,6,27,7,53,46,33
15:22,38,36,42,47,18,9,22,51
15:30,50,,14,16,2,30,26,3
15:37,12,29,46,52,43,24,40,45
15:45,23,51,34,18,17,53,37,47
15:52,39,48,11,4,25,8,5,20
16:00,50,32,21,44,52,41,42,28
16:07,31,10,49,27,1,19,35,38
16:15,30,53,12,47,25,13,46,6
16:22,37,48,14,15,33,24,22,23

