Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,53,36,39,35,23,51,28,26
09:11,34,27,33,22,20,30,24,29
09:22,19,43,32,37,31,52,25,47
09:33,50,49,42,6,3,45,40,41
09:44,38,48,33,35,7,29,44,51
09:55,32,30,4,27,8,53,31,2
10:06,10,28,50,13,45,5,40,34
10:17,39,15,,,47,9,16,1
10:28,38,14,36,17,11,46,41,12
10:39,5,43,18,37,,,,
10:50,4,8,42,23,9,44,25,21
11:01,10,20,12,48,2,46,52,17
11:12,22,11,26,6,15,24,14,3
11:23,1,13,16,19,7,18,21,49

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,34,33,11,17,25,29,31,13
14:07,22,21,8,3,43,20,5,14
14:15,32,36,7,24,39,40,41,23
14:22,2,6,28,35,4,1,10,42
14:30,50,8,15,18,43,44,12,9
14:37,19,27,11,37,39,29,14,46
14:45,36,2,16,32,38,41,22,26
14:52,6,49,30,3,23,46,7,28
15:00,31,15,40,33,47,5,25,1
15:07,13,27,16,44,20,18,9,50
15:15,48,49,4,34,7,45,52,35
15:22,38,36,42,51,17,1,21,53
15:30,53,,12,13,2,30,22,3
15:37,10,29,52,47,43,24,40,50
15:45,26,53,33,17,14,45,37,51
15:52,39,48,15,6,19,8,5,23
16:00,46,28,25,44,47,41,42,27
16:07,31,11,49,34,20,9,32,38
16:15,30,45,10,51,19,18,52,4
16:22,37,48,12,16,35,24,21,26

