Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,,20,21,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,47,36,39,33,22,51,27,21
09:11,34,32,28,25,23,30,24,29
09:22,26,43,35,37,31,50,20,53
09:33,52,49,42,6,3,45,40,41
09:44,38,48,28,33,7,29,44,51
09:55,35,30,4,32,8,47,31,2
10:06,12,27,52,16,45,5,40,34
10:17,39,10,,,53,9,13,1
10:28,38,11,36,14,17,46,41,18
10:39,5,43,15,37,,,,
10:50,4,8,42,22,9,44,20,19
11:01,12,23,18,48,2,46,50,14
11:12,25,17,21,6,10,24,11,3
11:23,1,16,13,26,7,15,19,49

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,34,28,17,14,20,29,31,16
14:07,25,19,8,3,43,23,5,11
14:15,35,36,7,24,39,40,41,22
14:22,2,6,27,33,4,1,12,42
14:30,52,8,10,15,43,44,18,9
14:37,26,32,17,37,39,29,11,46
14:45,36,2,13,35,38,41,25,21
14:52,6,49,30,3,22,46,7,27
15:00,31,10,40,28,53,5,20,1
15:07,16,32,13,44,23,15,9,52
15:15,48,49,4,34,7,45,50,33
15:22,38,36,42,51,14,1,19,47
15:30,47,,18,16,2,30,25,3
15:37,12,29,50,53,43,24,40,52
15:45,21,47,28,14,11,45,37,51
15:52,39,48,10,6,26,8,5,22
16:00,46,27,20,44,53,41,42,32
16:07,31,17,49,34,9,23,35,38
16:15,30,45,12,51,26,15,50,4
16:22,37,48,18,13,33,24,19,21

