Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,53,36,39,35,20,51,28,26
09:11,34,27,33,23,22,30,24,29
09:22,19,43,32,37,31,52,25,47
09:33,50,49,42,9,3,45,40,41
09:44,38,48,33,35,8,29,44,51
09:55,32,30,4,27,6,53,31,2
10:06,10,28,50,17,45,5,40,34
10:17,39,13,,,47,7,16,1
10:28,38,14,36,15,11,46,41,12
10:39,5,43,18,37,,,,
10:50,4,6,42,20,7,44,25,21
11:01,10,22,12,48,2,46,52,15
11:12,23,11,26,9,13,24,14,3
11:23,1,17,16,19,8,18,21,49

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,34,33,11,15,25,29,31,17
14:07,23,21,6,3,43,22,5,14
14:15,32,36,8,24,39,40,41,20
14:22,2,9,28,35,4,1,10,42
14:30,50,6,13,18,43,44,12,7
14:37,19,27,11,37,39,29,14,46
14:45,36,2,16,32,38,41,23,26
14:52,9,49,30,3,20,46,8,28
15:00,31,13,40,33,47,5,25,1
15:07,17,27,16,44,22,18,7,50
15:15,48,49,4,34,8,45,52,35
15:22,38,36,42,51,15,1,21,53
15:30,53,,12,17,2,30,23,3
15:37,10,29,52,47,43,24,40,50
15:45,26,53,33,15,14,45,37,51
15:52,39,48,13,9,19,6,5,20
16:00,46,28,25,44,47,41,42,27
16:07,31,11,49,34,7,22,32,38
16:15,30,45,10,51,19,18,52,4
16:22,37,48,12,16,35,24,21,26

