Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,26,42,30,44,50,31,36,22
09:11,38,27,32,51,46,43,21,35
09:22,20,24,39,53,34,25,52,33
09:33,28,23,37,3,9,29,40,49
09:44,41,8,32,44,4,35,45,31
09:55,,,2,27,17,6,34,5
10:06,47,36,28,12,33,1,7,48
10:17,30,10,37,50,40,38,15,18
10:28,41,16,42,14,39,43,49,11
10:39,18,12,13,53,24,26,25,14
10:50,2,17,19,52,1,45,,
11:01,47,46,8,15,5,48,20,6
11:12,51,7,22,3,10,21,16,9
11:23,,,11,29,4,13,19,23

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,38,32,7,43,52,35,8,18
14:07,51,19,17,9,46,24,6,16
14:15,39,42,3,5,30,40,49,50
14:22,4,21,36,44,2,18,47,37
14:30,28,17,10,13,24,45,11,1
14:37,20,27,7,53,30,35,16,48
14:45,51,22,15,38,5,41,34,12
14:52,3,23,43,9,50,26,36,4
15:00,34,10,40,32,33,6,52,
15:07,12,27,15,45,46,13,1,28
15:15,8,23,2,48,4,49,25,44
15:22,41,42,37,31,14,18,19,26
15:30,39,29,11,12,5,43,51,9
15:37,47,35,25,33,24,21,40,28
15:45,22,26,32,14,16,29,53,31
15:52,30,8,10,3,20,17,6,50
16:00,27,37,52,45,33,49,36,48
16:07,34,7,23,38,1,46,41,39
16:15,29,14,47,31,20,13,25,2
16:22,42,53,11,15,44,21,19,22

